"sample_id";"record_id";"taxoncode";"number";"length";"weight"
11611;973527;"GAS.ACU.";1;5,8;1,8
11611;973528;"GAS.ACU.";1;5,4;1,6
11611;973529;"GAS.ACU.";1;5,5;1,4
11611;973530;"GAS.ACU.";1;5,4;1,8
11611;973531;"GAS.ACU.";1;4,9;1,6
11611;973532;"GAS.ACU.";1;5,2;1,9
11611;973533;"GAS.ACU.";1;5,4;2,3
11611;973534;"GAS.ACU.";1;5,1;1,8
11611;973535;"GAS.ACU.";1;4,8;1,2
11611;973536;"GAS.ACU.";1;5,7;2,2
11611;973537;"GAS.ACU.";1;5,5;2,7
11611;973538;"GAS.ACU.";1;6,2;2,7
11611;973539;"GAS.ACU.";1;5,1;1,5
11611;973540;"GAS.ACU.";1;5,7;2,6
11611;973441;"BAR.BUS.";5;NA;12,8
11611;973446;"COT.GRP.";1;12;20,2
11611;973447;"COT.GRP.";1;10,3;11,6
11611;973448;"COT.GRP.";1;9,1;10,3
11611;973449;"COT.GRP.";1;13,3;41,3
11611;973450;"COT.GRP.";1;12,2;26,5
11611;973451;"COT.GRP.";1;13;36,7
11611;973452;"COT.GRP.";1;10,1;13,9
11611;973453;"COT.GRP.";1;12,7;27,7
11611;973454;"COT.GRP.";1;10,5;14,8
11652;984790;"GAS.ACU.";1;4,6;1,7
11652;984789;"BAR.BAR.";1;8,9;8,5
13282;1162549;"GOB.GOB.";1;6,2;2,2
13282;1162550;"GOB.GOB.";1;6,1;2
13282;1162551;"GOB.GOB.";1;11,3;14,6
13282;1162552;"GOB.GOB.";1;11,1;12,7
13282;1162553;"GOB.GOB.";1;10,5;10,8
13282;1162554;"GOB.GOB.";1;9,9;10
13282;1162555;"GOB.GOB.";1;10,7;12,9
13282;1162556;"GOB.GOB.";1;10;11,1
13282;1162557;"GOB.GOB.";1;7,2;NA
13282;1162558;"GOB.GOB.";1;10,2;9
13282;1162559;"GOB.GOB.";1;10,5;13,6
13282;1162560;"GOB.GOB.";1;11,2;13,1
13282;1162561;"GOB.GOB.";1;10,5;13
13282;1162562;"GOB.GOB.";1;11;13,4
13282;1162563;"GOB.GOB.";1;11,3;15,1
13282;1162564;"GOB.GOB.";1;10,7;12,4
13282;1162565;"GOB.GOB.";1;10,2;9,6
13282;1162566;"GOB.GOB.";1;6,3;2,5
13282;1162567;"GOB.GOB.";1;6,5;2,4
13282;1162568;"GOB.GOB.";1;5,7;1,6
13282;1162569;"GOB.GOB.";1;4,7;1,8
13282;1162570;"GOB.GOB.";1;5;0,4
13282;1162571;"GOB.GOB.";1;6,2;2
13282;1162572;"GOB.GOB.";1;5,7;2
13282;1162573;"GOB.GOB.";1;6,2;2,7
13282;1162574;"GOB.GOB.";1;9,9;9,3
13282;1162575;"GOB.GOB.";1;9,2;9,7
13282;1162576;"GOB.GOB.";1;5,2;0,9
13282;1162577;"GOB.GOB.";1;10,1;11
13282;1162578;"GOB.GOB.";1;9,2;8,3
13282;1162579;"GOB.GOB.";1;6;2,6
13282;1162580;"GOB.GOB.";1;11,6;13,7
13282;1162581;"GOB.GOB.";1;5,6;1,8
13282;1162582;"GOB.GOB.";1;10,5;10,4
13282;1162583;"GOB.GOB.";1;10,3;9
13282;1162584;"GOB.GOB.";1;10,7;12,9
13282;1162585;"GOB.GOB.";1;10,7;11,8
13282;1162586;"GOB.GOB.";1;11,2;14,3
13282;1162587;"GOB.GOB.";1;11,7;16,8
13282;1162588;"GOB.GOB.";1;12,5;16,6
13282;1162589;"GOB.GOB.";1;8,2;6,7
13282;1162590;"GOB.GOB.";1;10,1;9,4
13282;1162591;"GOB.GOB.";1;5,5;0,8
13282;1162592;"GOB.GOB.";1;5,1;1,6
13282;1162593;"GOB.GOB.";1;9,2;7
13282;1162594;"GOB.GOB.";1;6,8;2,8
13282;1162595;"GOB.GOB.";1;6,1;2
13282;1162596;"GOB.GOB.";1;12,8;17,1
13282;1162597;"GOB.GOB.";1;5,9;1,5
13282;1162613;"ANG.ANG.";1;62,4;538,3
13282;1162614;"ANG.ANG.";1;72,2;760,3
13282;1162615;"ANG.ANG.";1;56;306,4
13282;1162616;"ANG.ANG.";1;49;212,8
13282;1162617;"ANG.ANG.";1;62,5;466
13282;1162618;"ANG.ANG.";1;48;214,2
13282;1162619;"ANG.ANG.";1;35,8;95,2
13282;1162620;"ANG.ANG.";1;52,7;224,8
13282;1162621;"ANG.ANG.";1;40,2;120,5
13282;1162622;"ANG.ANG.";1;54,6;538,7
13282;1162623;"ANG.ANG.";1;53,7;265,9
13282;1162624;"ANG.ANG.";1;32,5;56,8
13282;1162625;"ANG.ANG.";1;38;130
13282;1162626;"ANG.ANG.";1;43,5;140,3
13282;1162627;"ANG.ANG.";1;47,2;199,1
13282;1162628;"ANG.ANG.";1;27,9;38,8
13282;1162629;"ANG.ANG.";1;24,3;22,1
13282;1162630;"ANG.ANG.";1;35,5;87,5
13282;1162631;"ANG.ANG.";1;39;84,2
13282;1162632;"ANG.ANG.";1;24,2;25,6
13282;1162633;"ANG.ANG.";1;26;28,6
13282;1162634;"ANG.ANG.";1;31;41,7
13282;1162635;"ANG.ANG.";1;28,1;41,3
13282;1162636;"ANG.ANG.";1;27,5;36,1
13282;1162637;"ANG.ANG.";1;10,5;0,9
13282;1162638;"ANG.ANG.";1;24;18,7
13282;1162639;"ANG.ANG.";1;24,5;22,3
13282;1162640;"ANG.ANG.";1;21;10,6
13282;1162641;"ANG.ANG.";1;20,5;9,7
13282;1162642;"ANG.ANG.";1;11;2,8
13282;1162643;"ANG.ANG.";1;11;1
13282;1162644;"ANG.ANG.";1;12;1,3
13282;1162654;"GAS.ACU.";1;6,2;2
13282;1162655;"GAS.ACU.";1;5,5;2,1
13282;1162598;"GOB.GOB.";1;13,5;22
13282;1162599;"GOB.GOB.";1;11,7;16,1
13282;1162600;"GOB.GOB.";1;9,5;9,6
13282;1162601;"GOB.GOB.";1;10,2;9,2
13282;1162602;"GOB.GOB.";1;11,1;14
13282;1162603;"GOB.GOB.";1;9,6;8,5
13282;1162604;"GOB.GOB.";1;10,1;9
13282;1162605;"GOB.GOB.";1;10,9;13,3
13282;1162606;"GOB.GOB.";1;6,1;2
13282;1162607;"GOB.GOB.";1;10,8;13,9
13282;1162608;"GOB.GOB.";1;10,8;11,7
13282;1162609;"GOB.GOB.";1;12;16
13282;1162610;"GOB.GOB.";1;11;13,6
13282;1162611;"GOB.GOB.";1;9,8;9
13282;1162612;"GOB.GOB.";1;6,1;0,7
13282;1162645;"PUN.PUN.";1;4,7;2,7
13282;1162646;"PUN.PUN.";1;6,4;2,3
13282;1162647;"PUN.PUN.";1;5,3;1,2
13282;1162648;"PUN.PUN.";1;5,1;1,3
13282;1162649;"PUN.PUN.";1;5,6;1
13282;1162650;"PUN.PUN.";1;5,2;1
13282;1162651;"PUN.PUN.";1;5,5;1,6
13282;1162652;"PUN.PUN.";1;4,7;0,9
13282;1162653;"PUN.PUN.";1;5,3;1,1
13282;1162510;"GOB.GOB.";55;NA;583,6
13282;1162511;"ERI.SIN.";1;NA;24,8
13282;1162512;"GOB.GOB.";1;10,1;12
13282;1162513;"GOB.GOB.";1;10,4;11,7
13282;1162514;"GOB.GOB.";1;14,5;32,8
13282;1162515;"GOB.GOB.";1;13,7;24,6
13282;1162516;"GOB.GOB.";1;6;2,5
13282;1162517;"GOB.GOB.";1;11;12,6
13282;1162518;"GOB.GOB.";1;11,4;16,3
13282;1162519;"GOB.GOB.";1;13,1;22,6
13282;1162520;"GOB.GOB.";1;12,5;20
13282;1162521;"GOB.GOB.";1;10,4;12,3
13282;1162522;"GOB.GOB.";1;5,5;1,6
13282;1162523;"GOB.GOB.";1;10,7;12,8
13282;1162524;"GOB.GOB.";1;11,3;14,6
13282;1162525;"GOB.GOB.";1;11,5;14,8
13282;1162526;"GOB.GOB.";1;9,3;8,2
13282;1162527;"GOB.GOB.";1;5,5;2
13282;1162528;"GOB.GOB.";1;13,2;25
13282;1162529;"GOB.GOB.";1;9,7;9,9
13282;1162530;"GOB.GOB.";1;8;5
13282;1162531;"GOB.GOB.";1;12,2;19
13282;1162532;"GOB.GOB.";1;10,2;11,2
13282;1162533;"GOB.GOB.";1;8,5;6,7
13282;1162534;"GOB.GOB.";1;9,5;9,1
13282;1162535;"GOB.GOB.";1;11;14,7
13282;1162536;"GOB.GOB.";1;9,7;10,6
13282;1162537;"GOB.GOB.";1;6,7;4,8
13282;1162538;"GOB.GOB.";1;10;11,8
13384;1166760;"PER.FLU.";1;11,5;19,2
13384;1166761;"PER.FLU.";1;9,1;8,2
13282;1162539;"GOB.GOB.";1;6,5;2,3
13282;1162540;"GOB.GOB.";1;9,7;9,3
13282;1162541;"GOB.GOB.";1;5,2;1,7
13282;1162542;"GOB.GOB.";1;5,4;1,5
13282;1162543;"GOB.GOB.";1;6;1,4
13282;1162544;"GOB.GOB.";1;10,3;10
13384;1166762;"PER.FLU.";1;9,3;12
13384;1166763;"PER.FLU.";1;11;16,4
13384;1166764;"PER.FLU.";1;10;13,8
13384;1166765;"PER.FLU.";1;9;9,5
13384;1166766;"PER.FLU.";1;11,2;16,8
13384;1166767;"PER.FLU.";1;9,1;9,1
13384;1166768;"PER.FLU.";1;10,8;14,8
13384;1166769;"PER.FLU.";1;9,3;9,3
13384;1166770;"LEP.GIB.";1;6,8;6,1
13384;1166771;"LEP.GIB.";1;6,5;4,3
13384;1166772;"LEP.GIB.";1;5,5;3,6
13384;1166773;"LEP.GIB.";1;6,5;4,5
13384;1166774;"LEP.GIB.";1;6;3,8
13384;1166775;"LEP.GIB.";1;6,2;3,9
13384;1166758;"RUT.RUT.";284;NA;3307
13384;1166759;"ERI.SIN.";4;NA;118,6
13384;1166776;"RUT.RUT.";1;8,3;3,7
13384;1166777;"RUT.RUT.";1;9;6,9
13384;1166778;"RUT.RUT.";1;7,5;3,3
13384;1166779;"RUT.RUT.";1;10,2;12,1
13384;1166780;"RUT.RUT.";1;12,8;20,9
13384;1166781;"RUT.RUT.";1;8,7;5,5
13384;1166782;"RUT.RUT.";1;10,8;15,2
13384;1166783;"RUT.RUT.";1;8,5;5,9
13384;1166784;"RUT.RUT.";1;8;4,6
13282;1162545;"GOB.GOB.";1;5,2;2,1
13282;1162546;"GOB.GOB.";1;5,7;1,7
13282;1162547;"GOB.GOB.";1;6,3;2,6
13282;1162548;"GOB.GOB.";1;6,7;3,1
13384;1166785;"RUT.RUT.";1;9,7;8,1
13384;1166786;"RUT.RUT.";1;12,2;20,6
13384;1166787;"RUT.RUT.";1;8,7;6,1
13384;1166788;"RUT.RUT.";1;8;3,6
13384;1166789;"RUT.RUT.";1;8,8;6,5
13384;1166790;"RUT.RUT.";1;7,8;4,6
13384;1166791;"RUT.RUT.";1;7,2;4,1
13384;1166792;"RUT.RUT.";1;7,2;3,1
13384;1166793;"RUT.RUT.";1;8,9;6,5
13384;1166794;"RUT.RUT.";1;7,3;4
13384;1166795;"RUT.RUT.";1;8,1;4,5
13384;1166796;"RUT.RUT.";1;8,1;4,6
13384;1166797;"RUT.RUT.";1;7,6;4,4
13384;1166798;"RUT.RUT.";1;9,7;10,1
13384;1166799;"RUT.RUT.";1;9;6,9
13384;1166800;"RUT.RUT.";1;13,7;25
13384;1166801;"RUT.RUT.";1;10,7;15,7
13384;1166802;"RUT.RUT.";1;8,2;5,1
13384;1166803;"RUT.RUT.";1;12,9;21,8
13384;1166804;"RUT.RUT.";1;12,7;21,3
13384;1166805;"RUT.RUT.";1;14;31,9
13384;1166806;"RUT.RUT.";1;13,2;24,5
13384;1166807;"RUT.RUT.";1;9,5;8,8
13384;1166808;"RUT.RUT.";1;8;4,4
13384;1166809;"RUT.RUT.";1;8,1;4,6
13384;1166810;"RUT.RUT.";1;10,7;12,2
13384;1166811;"RUT.RUT.";1;8,7;7,6
13384;1166812;"RUT.RUT.";1;8,3;5,2
13384;1166813;"RUT.RUT.";1;7,9;4,3
13384;1166814;"RUT.RUT.";1;10,5;10,8
13384;1166815;"RUT.RUT.";1;8,5;5,7
13384;1166816;"RUT.RUT.";1;9,2;8,3
13384;1166817;"RUT.RUT.";1;8,3;5,9
13384;1166818;"RUT.RUT.";1;8,2;5,6
13282;1162656;"GAS.ACU.";1;6,3;2,6
13282;1162657;"GAS.ACU.";1;5;1,3
13282;1162658;"GAS.ACU.";1;6,9;4,1
13384;1166819;"RUT.RUT.";1;8,7;5,2
13384;1166820;"RUT.RUT.";1;8,5;5,2
13384;1166821;"RUT.RUT.";1;8,3;4,5
13384;1166822;"RUT.RUT.";1;8,5;6,2
13384;1166823;"RUT.RUT.";1;8,9;5,8
13384;1166824;"RUT.RUT.";1;6,9;2
13384;1166825;"RUT.RUT.";1;7,9;3,5
13384;1166826;"RUT.RUT.";1;13,2;22,9
13384;1166827;"RUT.RUT.";1;13,9;26,2
13384;1166828;"RUT.RUT.";1;14,3;30,7
13384;1166829;"RUT.RUT.";1;15;35,2
13384;1166830;"RUT.RUT.";1;13,7;28,4
13384;1166831;"RUT.RUT.";1;16;40,1
13384;1166832;"RUT.RUT.";1;13,5;31,6
13384;1166833;"RUT.RUT.";1;11,6;15,6
13384;1166834;"RUT.RUT.";1;10,2;11,3
13384;1166835;"RUT.RUT.";1;12,8;21,6
13384;1166836;"RUT.RUT.";1;9,7;8,6
13384;1166837;"RUT.RUT.";1;11;16,4
13384;1166838;"RUT.RUT.";1;9;6,2
13384;1166839;"RUT.RUT.";1;8,7;6,6
13384;1166840;"RUT.RUT.";1;8,2;5,5
13384;1166841;"RUT.RUT.";1;8,7;6,2
13384;1166842;"RUT.RUT.";1;8;4,8
13384;1166843;"RUT.RUT.";1;9,8;10,2
13384;1166844;"RUT.RUT.";1;8,5;4,6
13384;1166845;"RUT.RUT.";1;10;11,2
13384;1166846;"RUT.RUT.";1;7,5;3,3
13384;1166847;"RUT.RUT.";1;13,7;24
13384;1166848;"RUT.RUT.";1;14,8;35,3
13384;1166849;"RUT.RUT.";1;11,7;17,8
13384;1166850;"RUT.RUT.";1;13,7;26,9
13384;1166851;"RUT.RUT.";1;11,1;14,4
13384;1166852;"RUT.RUT.";1;10,7;14,4
13384;1166853;"RUT.RUT.";1;10,9;14,5
13384;1166854;"RUT.RUT.";1;13;21,6
13384;1166855;"RUT.RUT.";1;12,9;22,1
13384;1166856;"RUT.RUT.";1;13,5;31,5
13384;1166857;"RUT.RUT.";1;12,3;18,1
13384;1166858;"RUT.RUT.";1;9,3;11
13384;1166859;"RUT.RUT.";1;11,9;17,4
13384;1166860;"RUT.RUT.";1;9,3;7,4
13384;1166861;"RUT.RUT.";1;9,4;8,6
13384;1166862;"RUT.RUT.";1;10,2;11,2
13384;1166863;"RUT.RUT.";1;12,2;20
13384;1166864;"RUT.RUT.";1;8;5,6
13384;1166865;"RUT.RUT.";1;10,7;13,3
13384;1166866;"RUT.RUT.";1;8,5;5,3
13384;1166867;"RUT.RUT.";1;7;3,1
13384;1166868;"RUT.RUT.";1;8;7,1
13384;1166869;"RUT.RUT.";1;8,5;6,3
13384;1166870;"RUT.RUT.";1;12,2;20,1
13384;1166871;"RUT.RUT.";1;6,1;2,2
13384;1166872;"RUT.RUT.";1;7,1;3,7
13384;1166873;"RUT.RUT.";1;9,7;8,5
13384;1166874;"RUT.RUT.";1;11;14,6
13384;1166875;"RUT.RUT.";1;8;4,8
13384;1166876;"RUT.RUT.";1;10,2;11,3
13384;1166877;"SCA.ERY.";1;10,7;13,7
13384;1166878;"SCA.ERY.";1;8,9;6,3
13384;1166879;"SCA.ERY.";1;7,8;4,6
13384;1166880;"SCA.ERY.";1;8,2;5,9
13384;1166881;"SCA.ERY.";1;6,7;2,9
13384;1166882;"SCA.ERY.";1;7,8;4,6
13384;1166883;"SCA.ERY.";1;8,6;6,9
13384;1166884;"SCA.ERY.";1;5;1
13384;1166885;"SCA.ERY.";1;7,2;3,3
13384;1166886;"SCA.ERY.";1;6,1;1,9
13384;1166887;"SCA.ERY.";1;6;1,8
13384;1166888;"SCA.ERY.";1;4,5;0,7
13384;1166889;"SCA.ERY.";1;3;0,1
13384;1166890;"SCA.ERY.";1;7,5;4,2
13384;1166891;"SCA.ERY.";1;4,7;1
13384;1166893;"PUN.PUN.";1;2,5;0,1
13384;1166894;"PUN.PUN.";1;2,5;0,1
13384;1166895;"PUN.PUN.";1;2,3;0,1
13384;1166896;"PUN.PUN.";1;2,5;0,1
13384;1166897;"PUN.PUN.";1;2;0,1
13384;1166892;"ABR.BRA.";1;9,7;7,9
13384;1166898;"GAS.ACU.";1;2,2;0,1
13384;1166899;"ANG.ANG.";1;52;374
13384;1166900;"ANG.ANG.";1;59;515
13384;1166901;"ANG.ANG.";1;22;19,3
13384;1166902;"ANG.ANG.";1;15,5;8,1
13384;1166903;"ANG.ANG.";1;21,1;19,5
13384;1166904;"ANG.ANG.";1;8,2;0,4
13384;1166905;"ANG.ANG.";1;7,3;0,3
13384;1166906;"ANG.ANG.";1;7;0,2
13384;1166907;"ANG.ANG.";1;7;0,2
13384;1166908;"ANG.ANG.";1;7;0,3
13561;1177429;"ANG.ANG.";1;62,7;515,7
13561;1177430;"ANG.ANG.";1;45,5;179,8
13561;1177422;"GOB.GOB.";1;12,8;19,6
13561;1177423;"GOB.GOB.";1;8,6;6,2
13561;1177424;"GOB.GOB.";1;7,6;3,8
13561;1177425;"GOB.GOB.";1;7,5;3,9
13561;1177426;"BAR.BUS.";1;7,5;3,4
13561;1177427;"BAR.BUS.";1;8,1;4,5
13561;1177428;"BAR.BUS.";1;6,9;2,2
13534;1184388;"COT.GRP.";1;6,1;3,1
13534;1184389;"COT.GRP.";1;5,7;2,4
13534;1184390;"COT.GRP.";1;5;1,1
13534;1184391;"COT.GRP.";1;2,6;0,2
13534;1184392;"COT.GRP.";1;2,2;0,1
13534;1184393;"COT.GRP.";1;2,4;0,1
13534;1184394;"COT.GRP.";1;2,1;0,1
13534;1184395;"COT.GRP.";1;1,6;0,1
13534;1184396;"COT.GRP.";1;1,8;0,1
13534;1184397;"COT.GRP.";1;2,3;0,1
13534;1184398;"COT.GRP.";1;2,7;0,2
13534;1184399;"COT.GRP.";1;2,2;0,1
13534;1184400;"COT.GRP.";1;8,3;4,7
13534;1184401;"COT.GRP.";1;6,3;2,7
13534;1184402;"COT.GRP.";1;6,5;2,5
13534;1184403;"COT.GRP.";1;5,3;1,1
13534;1184404;"COT.GRP.";1;7,6;4
13534;1184405;"COT.GRP.";1;6,9;3,3
13534;1184406;"COT.GRP.";1;5,3;1
13534;1184407;"RUT.RUT.";1;17;59,7
13534;1184408;"ASP.ASP.";1;11,3;8,3
13534;1184409;"ASP.ASP.";1;11,6;10,1
13534;1184410;"ASP.ASP.";1;13,8;15,3
13534;1184411;"ASP.ASP.";1;13,7;17,6
13534;1184412;"ASP.ASP.";1;15,2;24,7
13534;1184413;"ASP.ASP.";1;14,1;18
13534;1184414;"ASP.ASP.";1;11,5;9,8
13534;1184415;"ASP.ASP.";1;12;11,9
13534;1184418;"ALB.BIP.";1;9;7,3
13534;1184416;"BAR.BUS.";1;8,1;4,3
13534;1184417;"GOB.GOB.";1;11,6;18,1
13534;1184323;"COT.GRP.";1;7,5;6,2
13534;1184324;"COT.GRP.";1;7,5;5,2
13534;1184325;"COT.GRP.";1;6,7;3,4
13534;1184326;"COT.GRP.";1;7;4,1
13534;1184327;"COT.GRP.";1;9,9;11,9
13534;1184328;"COT.GRP.";1;5,5;2
13534;1184329;"COT.GRP.";1;8,6;8,3
13534;1184330;"COT.GRP.";1;7,2;4,8
13534;1184331;"COT.GRP.";1;6;2,2
13534;1184332;"COT.GRP.";1;6,9;4,3
13534;1184333;"COT.GRP.";1;6;2,7
13534;1184334;"COT.GRP.";1;7,4;4,5
13534;1184335;"COT.GRP.";1;7,5;4,7
13534;1184336;"COT.GRP.";1;6,5;3,7
13534;1184337;"COT.GRP.";1;6,2;2,9
13534;1184320;"ANG.ANG.";1;31,8;49,9
13534;1184321;"ANG.ANG.";1;28,3;36,6
13534;1184322;"ANG.ANG.";1;48,8;254,8
13534;1184338;"COT.GRP.";1;5,6;2,2
13534;1184339;"COT.GRP.";1;7,7;5,4
13534;1184340;"COT.GRP.";1;5,8;2,2
13534;1184341;"COT.GRP.";1;6,6;3,4
13534;1184342;"COT.GRP.";1;7,8;5,9
13534;1184343;"LEU.LEU.";1;18,1;62,4
13534;1184344;"LEU.CEP.";1;21,3;93
13534;1184345;"LEU.CEP.";1;21,3;105,9
13534;1184346;"LEU.CEP.";1;21,1;85,9
13534;1184347;"LEU.CEP.";1;16,8;49,5
13534;1184348;"LEU.CEP.";1;11,4;17,8
13534;1184349;"LEU.CEP.";1;9,8;10,3
13534;1184350;"LEU.CEP.";1;10,3;12,6
13534;1184351;"LEU.CEP.";1;12,1;20,5
13534;1184352;"LEU.CEP.";1;4,1;0,5
13534;1184353;"LEU.CEP.";1;20;82,6
13534;1184354;"LEU.CEP.";1;18,1;57,1
13534;1184355;"LEU.CEP.";1;17,7;61,1
13534;1184356;"LEU.CEP.";1;19,6;83,7
13534;1184357;"LEU.CEP.";1;11,8;19,3
13534;1184358;"LEU.CEP.";1;11;14,8
13534;1184359;"LEU.CEP.";1;11,1;15,6
13534;1184360;"LEU.CEP.";1;20,2;91,7
13534;1184361;"LEU.CEP.";1;11,2;15,4
13534;1184362;"LEU.CEP.";1;9,9;11,1
13534;1184363;"LEU.CEP.";1;11,5;18,3
13534;1184365;"PER.FLU.";1;11,1;19
13534;1184364;"NEO.MEL.";1;11,5;32,6
13534;1184319;"BAR.BUS.";1;8,7;4,2
13534;1184366;"CHO.NAS.";1;10,8;10,7
13534;1184367;"CHO.NAS.";1;10,8;10,6
13534;1184374;"COT.GRP.";1;2,6;0,1
13534;1184375;"COT.GRP.";1;3,1;0,3
13534;1184376;"COT.GRP.";1;2,1;0,1
13534;1184377;"COT.GRP.";1;2;0,1
13534;1184378;"COT.GRP.";1;2;0,1
13534;1184379;"COT.GRP.";1;2;0,1
13534;1184380;"COT.GRP.";1;1,7;0,1
13534;1184381;"COT.GRP.";1;2;0,1
13534;1184382;"COT.GRP.";1;5,9;2,3
13534;1184383;"COT.GRP.";1;7;3,9
13534;1184384;"COT.GRP.";1;8,2;6,7
13534;1184385;"COT.GRP.";1;6,3;3,8
13534;1184386;"COT.GRP.";1;8,3;6,8
13534;1184387;"COT.GRP.";1;6,8;4,2
13534;1184310;"BAR.BAR.";1;11;14,4
13534;1184311;"BAR.BAR.";1;12;18,4
13534;1184312;"BAR.BAR.";1;10;8,3
13534;1184313;"BAR.BAR.";1;10,9;11
13534;1184314;"BAR.BAR.";1;11,9;14,1
13534;1184315;"BAR.BAR.";1;10,1;8,6
13534;1184316;"BAR.BAR.";1;9,5;8,6
13534;1184317;"BAR.BAR.";1;8;5,2
13534;1184318;"BAR.BAR.";1;8,8;5,8
13534;1184368;"PHO.PHO.";1;8,2;5,1
13534;1184369;"PHO.PHO.";1;5,7;1,6
13534;1184370;"PHO.PHO.";1;6,4;2,8
13534;1184371;"PHO.PHO.";1;5,7;1,3
13534;1184372;"PHO.PHO.";1;5,3;0,9
13534;1184373;"PHO.PHO.";1;5,5;1,5
13512;1191563;"CYP.CAR.";1;38,3;1007,5
13512;1191569;"GAS.ACU.";1;4,1;0,6
13512;1191564;"SCA.ERY.";1;4,1;0,6
13512;1191565;"CAR.AUG.";1;9,2;12
13512;1191566;"RHO.AMA.";1;3,3;0,4
13512;1191567;"RHO.AMA.";1;4,3;1,1
13512;1191570;"LEU.DEL.";1;6,2;2
13512;1191619;"RUT.RUT.";1;10,2;10,3
13512;1191620;"RUT.RUT.";1;7;3
13512;1191621;"RUT.RUT.";1;5,7;1,7
13512;1191622;"GOB.GOB.";1;3,7;0,4
13512;1191623;"GOB.GOB.";1;4,9;1
13512;1191624;"GOB.GOB.";1;3,9;1,3
13512;1191625;"GOB.GOB.";1;4,5;0,8
13512;1191626;"GOB.GOB.";1;4,7;0,8
13512;1191627;"GOB.GOB.";1;5,5;1,3
13512;1191628;"GOB.GOB.";1;4,1;0,6
13512;1191629;"GOB.GOB.";1;4,2;0,7
13512;1191630;"GOB.GOB.";1;4,2;0,7
13512;1191631;"GOB.GOB.";1;5,4;1,3
13512;1191632;"GOB.GOB.";1;3,2;0,3
13512;1191633;"GOB.GOB.";1;5,8;1,8
13512;1191634;"GOB.GOB.";1;4,2;0,6
13512;1191635;"GOB.GOB.";1;4;0,7
13512;1191636;"GOB.GOB.";1;4,2;0,6
13512;1191637;"GOB.GOB.";1;4,7;0,8
13512;1191638;"GOB.GOB.";1;3,9;0,5
13512;1191639;"GOB.GOB.";1;5,1;1
13512;1191640;"GOB.GOB.";1;4,8;1
13512;1191641;"GOB.GOB.";1;4,7;1,1
13512;1191642;"GOB.GOB.";1;4,2;0,7
13512;1191568;"PER.FLU.";1;8,6;7,2
13512;1191571;"LEU.CEP.";1;33,8;210
13512;1191572;"LEU.CEP.";1;22,3;112,1
13512;1191573;"LEU.CEP.";1;26,2;169,1
13512;1191574;"LEU.CEP.";1;17;35,7
13512;1191575;"LEU.CEP.";1;15;25,8
13512;1191576;"LEU.CEP.";1;13,1;18,3
13512;1191577;"LEU.CEP.";1;9,2;6,3
13512;1191578;"LEU.CEP.";1;5,7;1,4
13512;1191579;"LEU.CEP.";1;5,8;1,7
13512;1191580;"LEU.CEP.";1;5,1;1
13512;1191581;"LEU.CEP.";1;4,9;1,1
13512;1191582;"LEU.CEP.";1;4,9;1
13512;1191583;"LEU.CEP.";1;4,3;0,9
13512;1191584;"PSE.PAR.";1;5,1;1,2
13512;1191585;"PSE.PAR.";1;4,7;1
13512;1191586;"PSE.PAR.";1;3,9;0,7
13512;1191587;"PSE.PAR.";1;5,9;1,9
13512;1191588;"PSE.PAR.";1;6,4;2,2
13512;1191589;"PSE.PAR.";1;4,2;0,7
13512;1191590;"PSE.PAR.";1;7,3;3,2
13512;1191591;"PSE.PAR.";1;4,9;0,9
13512;1191592;"PSE.PAR.";1;4,5;0,6
13512;1191593;"PSE.PAR.";1;4,7;0,9
13512;1191594;"PSE.PAR.";1;5,4;1,9
13512;1191595;"PSE.PAR.";1;4,5;0,6
13512;1191596;"PSE.PAR.";1;5,1;1
13512;1191597;"PSE.PAR.";1;4,9;0,8
13512;1191598;"PSE.PAR.";1;5,7;1,4
13512;1191599;"PSE.PAR.";1;4,4;0,6
13512;1191600;"PSE.PAR.";1;4,3;0,8
13512;1191601;"PSE.PAR.";1;4,7;0,6
13512;1191602;"PSE.PAR.";1;6;1,9
13512;1191603;"PSE.PAR.";1;4,3;0,5
13512;1191604;"PSE.PAR.";1;4,8;0,9
13512;1191605;"PSE.PAR.";1;4,7;0,8
13512;1191606;"PSE.PAR.";1;4,3;0,7
13512;1191607;"PSE.PAR.";1;4,1;0,5
13512;1191608;"PSE.PAR.";1;5,7;1,4
13512;1191609;"PSE.PAR.";1;4,8;0,9
13512;1191610;"PSE.PAR.";1;5,6;1,6
13512;1191611;"PSE.PAR.";1;3,6;0,3
13512;1191612;"PSE.PAR.";1;4,1;0,5
13512;1191613;"PSE.PAR.";1;3,6;1,5
13512;1191614;"PSE.PAR.";1;5,2;1,3
13512;1191615;"PSE.PAR.";1;4,2;0,6
13512;1191616;"PSE.PAR.";1;4,7;0,9
13512;1191617;"LEP.GIB.";1;9,7;14,6
13512;1191618;"LEP.GIB.";1;8,1;8,8
13512;1191643;"GOB.GOB.";1;3,9;0,6
13512;1191644;"GOB.GOB.";1;4,7;0,7
13512;1191645;"GOB.GOB.";1;3,8;0,5
13512;1191646;"GOB.GOB.";1;4,7;0,8
13512;1191647;"GOB.GOB.";1;4,3;0,6
13512;1191648;"GOB.GOB.";1;4,2;0,5
13512;1191649;"GOB.GOB.";1;4,2;0,5
