"sample_id";"record_id";"taxoncode";"number";"length";"weight"
8434;675285;"GAS.ACU.";1;5,2;4
8434;675286;"GAS.ACU.";1;5,4;1,8
8434;675287;"GAS.ACU.";1;4,7;0,8
8434;675288;"GAS.ACU.";1;5,7;1,6
8434;675289;"GAS.ACU.";1;5,2;1,2
8434;675290;"GAS.ACU.";1;4,9;3
8434;675291;"GAS.ACU.";1;4,1;1
8434;675298;"ANG.ANG.";1;36,9;101
8434;675299;"ANG.ANG.";1;34,2;78
8434;675300;"ANG.ANG.";1;30;50,4
8434;675301;"ANG.ANG.";1;31,4;50,8
8434;675302;"ANG.ANG.";1;19,3;12,2
8434;675236;"ONC.MYK.";1;33,6;346,4
8434;675237;"SAL.FAR.";1;22,2;154
8434;675238;"SAL.FAR.";1;20,4;112
8434;675239;"SAL.FAR.";1;23,4;170
8434;675240;"SAL.FAR.";1;21,6;122,2
8434;675241;"SAL.FAR.";1;21,9;123
8434;675242;"SAL.FAR.";1;19,5;92
8434;675243;"SAL.FAR.";1;19,7;95,2
8434;675244;"SAL.FAR.";1;17,5;63,4
8434;675245;"SAL.FAR.";1;19;98
8434;675246;"SAL.FAR.";1;17,2;65,4
8434;675247;"SAL.FAR.";1;15,4;43,6
8434;675248;"SAL.FAR.";1;20,2;103
8434;675249;"SAL.FAR.";1;19,9;81,8
8681;694577;"LEU.LEU.";1;13,2;23,5
8681;694578;"LEU.LEU.";1;13,4;23
8681;694579;"LEU.LEU.";1;13,8;24,7
8681;694580;"LEU.LEU.";1;13,1;20,3
8681;694581;"LEU.LEU.";1;13,7;23,2
8681;694582;"LEU.LEU.";1;12,6;19,9
8681;694583;"LEU.LEU.";1;13,4;21,9
8681;694584;"LEU.LEU.";1;12,2;17,4
8681;694585;"LEU.LEU.";1;8,6;5,6
8681;694586;"PER.FLU.";1;9,2;10
8681;694587;"PER.FLU.";1;11,5;22,1
8681;694588;"PER.FLU.";1;8,2;6,1
8681;694589;"PER.FLU.";1;8,4;7,2
8681;694590;"PER.FLU.";1;9,1;8,6
8681;694591;"PER.FLU.";1;10,7;15,1
8681;694592;"PER.FLU.";1;7,4;4,7
8681;694593;"PER.FLU.";1;8,3;6,5
8681;694594;"PER.FLU.";1;9,5;9
8681;694595;"PER.FLU.";1;8,3;7,3
8681;694596;"PER.FLU.";1;8,6;7,4
8681;694597;"PER.FLU.";1;9,1;9,8
8681;694598;"PER.FLU.";1;8,7;5,6
8681;694599;"PER.FLU.";1;14;40
8681;694600;"PER.FLU.";1;13;33,3
8681;694601;"PER.FLU.";1;17,2;51,2
8681;694602;"PER.FLU.";1;9,4;9,5
8681;694603;"PER.FLU.";1;8,5;7,5
8681;694604;"PER.FLU.";1;7,9;5,7
8681;694605;"PER.FLU.";1;8,6;7,9
8681;694606;"PER.FLU.";1;8,4;6,6
8681;694607;"PER.FLU.";1;8,5;7,6
8681;694608;"PER.FLU.";1;8,4;7,3
8681;694609;"PER.FLU.";1;9,2;9,8
8681;694610;"PER.FLU.";1;9,5;9,8
8681;694611;"PER.FLU.";1;9,2;9,4
8681;694612;"PER.FLU.";1;8,5;7,5
8681;694613;"PER.FLU.";1;9,5;10,6
8681;694614;"PER.FLU.";1;8,4;6,8
8681;694615;"PER.FLU.";1;8,8;7,8
8681;694616;"PER.FLU.";1;16;42,8
8681;694677;"PUN.PUN.";1;6,1;2,5
8681;694679;"SCA.ERY.";1;4,7;0,8
8681;694680;"BAR.BUS.";1;8,8;5
8681;694681;"BAR.BUS.";1;5,7;1,1
8681;694682;"BAR.BUS.";1;9,7;6,2
8681;694683;"BAR.BUS.";1;9,4;6,4
8681;694684;"BAR.BUS.";1;10,8;10,5
8681;694685;"BAR.BUS.";1;12,5;18,1
8681;694686;"BAR.BUS.";1;12,8;22,3
8681;694687;"BAR.BUS.";1;7,8;3,1
8681;694688;"BAR.BUS.";1;9,7;8,5
8681;694689;"BAR.BUS.";1;10,7;14,3
8681;694690;"BAR.BUS.";1;10,5;9,6
8681;694691;"BAR.BUS.";1;8,8;4,5
8681;694692;"BAR.BUS.";1;9,7;10,4
8681;694693;"BAR.BUS.";1;8;3,8
8681;694694;"BAR.BUS.";1;6,2;1,3
8681;694695;"BAR.BUS.";1;10,2;9,7
8681;694696;"BAR.BUS.";1;10;9,5
8681;694697;"BAR.BUS.";1;7,7;3,4
8681;694698;"BAR.BUS.";1;11,4;10,3
8681;694699;"BAR.BUS.";1;12,8;17,8
8681;694700;"BAR.BUS.";1;7,8;3,3
8681;694701;"BAR.BUS.";1;5,2;1
8681;694702;"BAR.BUS.";1;8;3,3
8681;694703;"BAR.BUS.";1;5,7;1,5
8681;694704;"BAR.BUS.";1;8,4;4,6
8681;694705;"BAR.BUS.";1;6,4;1,9
8681;694706;"BAR.BUS.";1;11,2;15,3
8681;694707;"BAR.BUS.";1;10,6;9,7
8681;694708;"BAR.BUS.";1;10,9;13,4
8681;694709;"BAR.BUS.";1;11;11
8681;694710;"BAR.BUS.";1;8,5;5
8681;694711;"BAR.BUS.";1;9,8;9,3
8681;694712;"BAR.BUS.";1;8,4;4,2
8681;694713;"BAR.BUS.";1;11,2;11,4
8681;694714;"BAR.BUS.";1;8,5;4,8
8681;694715;"BAR.BUS.";1;12,1;16,7
8681;694716;"BAR.BUS.";1;11;15,3
8681;694717;"BAR.BUS.";1;8,4;4,5
8681;694718;"BAR.BUS.";1;10;8,8
8681;694719;"BAR.BUS.";1;10,7;10,9
8681;694617;"PER.FLU.";1;10,7;15
8681;694618;"PER.FLU.";1;11,2;19,8
8681;694619;"PER.FLU.";1;12,5;24,5
8681;694620;"PER.FLU.";1;11,8;NA
8681;694621;"PER.FLU.";1;11,8;20,1
8681;694622;"PER.FLU.";1;8,8;7,3
8681;694623;"PER.FLU.";1;9,5;10,2
8681;694624;"PER.FLU.";1;8,6;8,2
8681;694625;"PER.FLU.";1;9;7,7
8681;694626;"PER.FLU.";1;13,2;25,3
8681;694627;"PER.FLU.";1;8,4;6,8
8681;694628;"PER.FLU.";1;8,6;7,7
8681;694629;"PER.FLU.";1;8,3;7,2
8681;694630;"PER.FLU.";1;7,4;4,7
8681;694631;"PER.FLU.";1;8,4;7
8681;694632;"PER.FLU.";1;9,2;9,4
8681;694636;"GAS.ACU.";1;7;4,2
8681;694637;"GAS.ACU.";1;5,7;1,9
8681;694638;"GAS.ACU.";1;6,1;3,2
8681;694639;"GAS.ACU.";1;6,1;3
8681;694640;"GAS.ACU.";1;5;3,2
8681;694641;"GAS.ACU.";1;5,5;2,3
8681;694642;"GAS.ACU.";1;6,5;2,5
8681;694643;"GAS.ACU.";1;6,3;3,8
8681;694644;"GAS.ACU.";1;6,5;3,6
8681;694645;"GAS.ACU.";1;7;4,3
8681;694646;"GAS.ACU.";1;6,6;3,4
8681;694647;"GAS.ACU.";1;6,7;3,9
8681;694648;"GAS.ACU.";1;5,3;2,3
8681;694649;"GAS.ACU.";1;5,8;2,3
8681;694650;"GAS.ACU.";1;6,4;4,8
8681;694651;"GAS.ACU.";1;5,6;2,3
8681;694652;"GAS.ACU.";1;7;6,3
8681;694653;"GAS.ACU.";1;5,8;2,6
8681;694654;"GAS.ACU.";1;7;5
8681;694655;"GAS.ACU.";1;5,7;2,5
8681;694656;"GAS.ACU.";1;5,8;3
8681;694657;"GAS.ACU.";1;5,8;2,2
8681;694658;"GAS.ACU.";1;7;4,7
8681;694659;"GAS.ACU.";1;7,4;4,4
8681;694660;"GAS.ACU.";1;6,4;3,3
8681;694661;"GAS.ACU.";1;6;2,7
8681;694662;"GAS.ACU.";1;6,4;3,6
8681;694663;"GAS.ACU.";1;5,5;1,8
8681;694664;"GAS.ACU.";1;6,3;2,9
8681;694665;"GAS.ACU.";1;6,1;2,9
8681;694666;"GAS.ACU.";1;6,1;2,8
8681;694667;"GAS.ACU.";1;6,9;4,8
8681;694668;"GAS.ACU.";1;6,1;2,8
8681;694669;"GAS.ACU.";1;6,2;3
8681;694670;"GAS.ACU.";1;6,1;3,2
8681;694671;"GAS.ACU.";1;5,6;2,9
8681;694672;"GAS.ACU.";1;5,8;2,6
8681;694673;"GAS.ACU.";1;6,4;3,3
8681;694674;"GAS.ACU.";1;5,9;2,3
8681;694675;"GAS.ACU.";1;5,9;1,1
8681;694676;"GAS.ACU.";1;6,3;3,2
8681;694720;"BAR.BUS.";1;10,3;13,2
8681;694721;"BAR.BUS.";1;5,8;1,5
8681;694722;"BAR.BUS.";1;8,4;5,2
8681;694723;"BAR.BUS.";1;8,4;5,4
8681;694724;"BAR.BUS.";1;9,6;6,7
8681;694725;"BAR.BUS.";1;11,2;11
8681;694726;"BAR.BUS.";1;9,7;8,2
8681;694727;"BAR.BUS.";1;8,1;4,6
8681;694728;"BAR.BUS.";1;10,2;9,7
8681;694729;"BAR.BUS.";1;9;5,6
8681;694730;"BAR.BUS.";1;4,8;0,9
8681;694731;"BAR.BUS.";1;7;2,8
8681;694732;"BAR.BUS.";1;8,2;4,9
8681;694733;"BAR.BUS.";1;10,8;11,1
8681;694734;"BAR.BUS.";1;7,5;3,3
8681;694735;"BAR.BUS.";1;8,1;4,1
8681;694736;"BAR.BUS.";1;9,1;6,1
8681;694737;"BAR.BUS.";1;9,5;6,2
8681;694738;"BAR.BUS.";1;12,4;14,6
8681;694739;"BAR.BUS.";1;5,8;1,6
8681;694740;"BAR.BUS.";1;9,8;11,2
8681;694633;"PER.FLU.";1;9,2;9
8681;694634;"PER.FLU.";1;8,3;6,5
8681;694635;"PER.FLU.";1;10,4;12,5
8681;694678;"LEP.GIB.";1;9,2;13,5
8681;694744;"PER.FLU.";1;8,4;6,5
8681;694745;"PER.FLU.";1;9,2;9,1
8681;694746;"PER.FLU.";1;8,7;7,3
8681;694747;"PER.FLU.";1;8,8;7,5
8681;694748;"PER.FLU.";1;10,6;19,1
8681;694749;"PER.FLU.";1;8,8;7,8
8681;694750;"PER.FLU.";1;8,3;6,8
8681;694751;"PER.FLU.";1;8,4;7,3
8681;694752;"PER.FLU.";1;8,3;7,4
8681;694753;"PER.FLU.";1;8,6;8,7
8681;694754;"LAM.PLA.";1;13,7;4
8681;694755;"LAM.PLA.";1;14,2;4,4
8681;694756;"LAM.PLA.";1;15,3;5,5
8681;694757;"LAM.PLA.";1;15,2;5,2
8681;694758;"LEU.LEU.";1;13,2;23,1
8681;694759;"LEU.LEU.";1;15,4;34,7
8681;694760;"LEU.LEU.";1;13,8;23,8
8681;694761;"LEU.LEU.";1;13,3;22
8681;694762;"LEU.LEU.";1;14,4;28,4
8681;694763;"LEU.LEU.";1;12,8;18,3
8681;694764;"LEU.LEU.";1;13,9;27,5
8681;694765;"LEU.LEU.";1;13,8;22,8
8681;694766;"LEU.LEU.";1;8,2;4,6
8681;694767;"LEU.LEU.";1;13,9;25,3
8681;694768;"LEU.LEU.";1;15,5;34,8
8681;694741;"BAR.BUS.";1;8,6;5,5
8681;694742;"RUT.RUT.";1;8,8;7,2
8681;694743;"RUT.RUT.";1;10,5;12,3
8681;694536;"LEU.LEU.";1;14,1;25,8
8681;694537;"LEU.LEU.";1;15,2;34
8681;694538;"LEU.LEU.";1;16,5;38,8
8681;694539;"LEU.LEU.";1;15,3;31,7
8681;694540;"LEU.LEU.";1;15,6;35,6
8681;694541;"LEU.LEU.";1;14,2;26,8
8681;694542;"LEU.LEU.";1;12,8;19,5
8681;694543;"LEU.LEU.";1;14;24,5
8681;694544;"LEU.LEU.";1;16,8;43,1
8681;694545;"LEU.LEU.";1;13,8;23,1
8681;694546;"LEU.LEU.";1;13,2;22,1
8681;694547;"LEU.LEU.";1;14,4;26,4
8681;694548;"LEU.LEU.";1;14;25,8
8681;694549;"LEU.LEU.";1;13,2;20,1
8681;694550;"LEU.LEU.";1;15,4;36,7
8681;694551;"LEU.LEU.";1;14;27,4
8681;694552;"LEU.LEU.";1;13,3;23,6
8681;694553;"LEU.LEU.";1;13,9;24,5
8681;694554;"LEU.LEU.";1;14,8;33,1
8681;694555;"LEU.LEU.";1;16,2;35,9
8681;694556;"LEU.LEU.";1;12,8;19,9
8681;694557;"LEU.LEU.";1;11,6;13,5
8681;694558;"LEU.LEU.";1;14,9;30,6
8681;694559;"LEU.LEU.";1;14,2;29,4
8681;694560;"LEU.LEU.";1;14,1;25,9
8681;694561;"LEU.LEU.";1;19,5;76,1
8681;694562;"LEU.LEU.";1;15,3;31
8681;694563;"LEU.LEU.";1;13,1;21,9
8681;694564;"LEU.LEU.";1;12,9;20,2
8681;694565;"LEU.LEU.";1;13,1;24,3
8681;694566;"LEU.LEU.";1;15,2;32,6
8681;694567;"LEU.LEU.";1;14,6;27,4
8681;694568;"LEU.LEU.";1;14,1;26,6
8681;694569;"LEU.LEU.";1;14,6;29,1
8681;694570;"LEU.LEU.";1;17;45,5
8681;694571;"LEU.LEU.";1;12,6;19,8
8681;694572;"LEU.LEU.";1;13;23
8681;694573;"LEU.LEU.";1;14;28,1
8681;694574;"LEU.LEU.";1;14,3;27,1
8681;694575;"LEU.LEU.";1;14,7;26
8681;694576;"LEU.LEU.";1;12,7;17,5
11611;973455;"COT.GRP.";1;13,3;31,8
11611;973456;"COT.GRP.";1;10,1;11,4
11611;973457;"COT.GRP.";1;10,2;12,5
11611;973458;"COT.GRP.";1;11,6;21
11611;973459;"COT.GRP.";1;12,2;24
11611;973460;"COT.GRP.";1;13,2;36
11611;973461;"COT.GRP.";1;12,2;24,2
11611;973462;"COT.GRP.";1;11;16
11611;973463;"COT.GRP.";1;9,8;11,9
11611;973464;"GAS.ACU.";1;6,5;4,6
11611;973465;"GAS.ACU.";1;5,8;2,7
11611;973466;"GAS.ACU.";1;5,4;1,8
11611;973467;"GAS.ACU.";1;5,1;1,3
11611;973468;"GAS.ACU.";1;5,5;1,4
11611;973469;"GAS.ACU.";1;6,2;3,1
11611;973470;"GAS.ACU.";1;5;1,3
11611;973471;"GAS.ACU.";1;4,8;1,1
11611;973472;"GAS.ACU.";1;4,8;1,2
11611;973473;"GAS.ACU.";1;5,9;3,1
11611;973474;"GAS.ACU.";1;5,7;2,1
11611;973475;"GAS.ACU.";1;5,5;2
11611;973476;"GAS.ACU.";1;5,1;1,1
11611;973477;"GAS.ACU.";1;5,4;1,9
11611;973478;"GAS.ACU.";1;5,9;2,8
11611;973479;"GAS.ACU.";1;5,7;2,7
11611;973480;"GAS.ACU.";1;5,8;3,6
11611;973481;"GAS.ACU.";1;5,4;1,6
11611;973482;"GAS.ACU.";1;5,8;2,2
11611;973483;"GAS.ACU.";1;5,6;2,2
11611;973484;"GAS.ACU.";1;5,6;2,2
11611;973485;"GAS.ACU.";1;5,8;2,7
11611;973486;"GAS.ACU.";1;5,1;1,5
11611;973487;"GAS.ACU.";1;5,7;2,6
11611;973488;"GAS.ACU.";1;5,7;2,4
11611;973489;"GAS.ACU.";1;5,4;2,3
11611;973490;"GAS.ACU.";1;5,7;1,7
11611;973491;"GAS.ACU.";1;6,1;2,3
11611;973492;"GAS.ACU.";1;6;2,6
11611;973493;"GAS.ACU.";1;5,5;1,9
11611;973494;"GAS.ACU.";1;5,2;1,7
11611;973495;"GAS.ACU.";1;5,2;1,6
11611;973496;"GAS.ACU.";1;5,7;2,4
11611;973497;"GAS.ACU.";1;5,1;1,5
11611;973498;"GAS.ACU.";1;5,4;2,2
11611;973499;"GAS.ACU.";1;5,7;2,1
11611;973500;"GAS.ACU.";1;4,8;1,4
11611;973501;"GAS.ACU.";1;5,7;2
11611;973502;"GAS.ACU.";1;5,1;1,8
11611;973503;"GAS.ACU.";1;5,7;1,3
11611;973504;"GAS.ACU.";1;4,7;1,3
11611;973505;"GAS.ACU.";1;5,2;1,8
11611;973506;"GAS.ACU.";1;5,4;1,4
11611;973507;"GAS.ACU.";1;6,1;2,5
11611;973508;"GAS.ACU.";1;5,7;2,6
11611;973509;"GAS.ACU.";1;5,7;2
11611;973510;"GAS.ACU.";1;6,8;4,7
11611;973511;"GAS.ACU.";1;5,3;2
11611;973512;"GAS.ACU.";1;5,1;1,4
11611;973513;"GAS.ACU.";1;6;2,7
11611;973514;"GAS.ACU.";1;5,2;1,5
11611;973541;"GOB.GOB.";1;6,4;2,4
11611;973542;"BAR.BUS.";1;7,3;2,9
11611;973543;"BAR.BUS.";1;6,1;1,8
11611;973544;"BAR.BUS.";1;8,3;4,3
11611;973545;"BAR.BUS.";1;8,7;3,7
11611;973515;"GAS.ACU.";1;5,7;2,4
11611;973516;"GAS.ACU.";1;5,7;2,2
11611;973517;"GAS.ACU.";1;5,7;2,3
11611;973518;"GAS.ACU.";1;5,4;2,1
11611;973519;"GAS.ACU.";1;5,7;2,5
11611;973546;"BAR.BUS.";1;12,2;16
11611;973547;"BAR.BUS.";1;6,3;2
11611;973548;"BAR.BUS.";1;7;2,8
11611;973549;"BAR.BUS.";1;10,9;10
11611;973550;"BAR.BUS.";1;6,8;2,5
11611;973551;"BAR.BUS.";1;7,5;3,5
11611;973552;"BAR.BUS.";1;6,4;1,8
11611;973553;"BAR.BUS.";1;6,9;2,6
11611;973554;"BAR.BUS.";1;6,3;1,7
11611;973555;"BAR.BUS.";1;6,8;2,3
11611;973556;"BAR.BUS.";1;5;1
11611;973557;"BAR.BUS.";1;11,9;16,7
11611;973558;"BAR.BUS.";1;12,3;15,9
11611;973559;"BAR.BUS.";1;7,5;2,5
11611;973560;"BAR.BUS.";1;12,7;20,5
11611;973561;"BAR.BUS.";1;7,2;2,6
11611;973562;"BAR.BUS.";1;7,5;5,6
11611;973563;"BAR.BUS.";1;11,4;14,2
11611;973564;"BAR.BUS.";1;5,5;1,5
11611;973565;"BAR.BUS.";1;9;5
11611;973566;"BAR.BUS.";1;8,2;4,8
11611;973567;"BAR.BUS.";1;8;4,1
11611;973568;"BAR.BUS.";1;7,3;3,1
11611;973569;"BAR.BUS.";1;7,8;4,2
11611;973570;"BAR.BUS.";1;7,8;3,3
11611;973571;"BAR.BUS.";1;10,4;9
11611;973572;"BAR.BUS.";1;6;1,8
11611;973573;"BAR.BUS.";1;8,5;4,8
11611;973574;"BAR.BUS.";1;7,7;3,5
11611;973575;"BAR.BUS.";1;9,4;6,6
11611;973576;"BAR.BUS.";1;6,7;2,7
11611;973577;"BAR.BUS.";1;7,7;3,4
11611;973578;"BAR.BUS.";1;9,3;5,8
11611;973579;"BAR.BUS.";1;7,8;3,7
11611;973580;"BAR.BUS.";1;8,4;4,4
11611;973581;"BAR.BUS.";1;6,2;1,7
11611;973582;"BAR.BUS.";1;11,4;11,4
11611;973583;"BAR.BUS.";1;7,5;3,5
11611;973584;"BAR.BUS.";1;6,4;1,8
11611;973585;"BAR.BUS.";1;7,6;3,4
11611;973586;"BAR.BUS.";1;7,2;3,3
11611;973587;"BAR.BUS.";1;7,9;3,4
11611;973588;"BAR.BUS.";1;6,8;2,5
11611;973589;"BAR.BUS.";1;7,5;3,4
11611;973590;"BAR.BUS.";1;8,3;4,8
11611;973591;"BAR.BUS.";1;7,3;3,2
11611;973592;"BAR.BUS.";1;7,7;3,8
11611;973593;"BAR.BUS.";1;8,1;4,8
11611;973594;"BAR.BUS.";1;13,3;20,4
11611;973595;"BAR.BUS.";1;8,9;5,2
11611;973596;"BAR.BUS.";1;9,2;5,8
11611;973597;"BAR.BUS.";1;7,2;3,1
11611;973598;"BAR.BUS.";1;10,9;11,1
11611;973599;"BAR.BUS.";1;6,2;2,1
11611;973600;"BAR.BUS.";1;6,6;2
11611;973601;"BAR.BUS.";1;8,3;4,8
11611;973602;"BAR.BUS.";1;8,9;6,6
11611;973603;"BAR.BUS.";1;5,2;1,2
11611;973604;"BAR.BUS.";1;7,8;3,6
11611;973605;"BAR.BUS.";1;5,1;1,2
11611;973606;"BAR.BUS.";1;8,9;6,2
11611;973607;"BAR.BUS.";1;6,2;1,9
11611;973608;"BAR.BUS.";1;6,2;1,7
11611;973609;"BAR.BUS.";1;7,1;2,8
11611;973610;"BAR.BUS.";1;6,3;2,2
11611;973611;"BAR.BUS.";1;7,5;3,4
11611;973612;"BAR.BUS.";1;7,1;3,1
11611;973613;"BAR.BUS.";1;8,8;5,1
11611;973614;"BAR.BUS.";1;6,6;2,4
11611;973615;"BAR.BUS.";1;5,7;1,3
11611;973616;"BAR.BUS.";1;6,3;1,6
11611;973520;"GAS.ACU.";1;5,7;2,1
11611;973521;"GAS.ACU.";1;5,7;2,5
11611;973522;"GAS.ACU.";1;5,9;2,8
11611;973523;"GAS.ACU.";1;5,8;3,2
11611;973524;"GAS.ACU.";1;5,8;2,1
11611;973525;"GAS.ACU.";1;5,7;1,8
11611;973526;"GAS.ACU.";1;5,2;1,4
