"sample_key";"record_id";"taxoncode";"number";"length";"weight"
10400;898502;"SOL.SOL.";1;10;9,7
10401;898962;"SOL.SOL.";1;11,4;13,9
10401;898969;"SOL.SOL.";1;10,5;10,5
10400;898501;"SOL.SOL.";1;9,3;8,1
10401;898991;"SOL.SOL.";1;9,8;9
10401;898927;"SOL.SOL.";1;8,4;4,4
10401;898960;"SOL.SOL.";1;13,6;22,3
10400;898457;"SOL.SOL.";1;9,1;7,4
10400;898759;"SOL.SOL.";1;9,8;9,3
10400;898725;"SOL.SOL.";1;12,3;19,4
10400;898723;"SOL.SOL.";1;9,8;9,3
10401;899070;"DIC.LAB.";1;7,4;4
10400;898597;"DIC.LAB.";1;7,7;3,9
10400;898441;"PLA.FLE.";1;7,4;3,7
10401;899056;"POM.MIN.";1;5,4;1,4
10398;898290;"POM.MIN.";1;4,5;1,3
10398;898192;"PLA.FLE.";1;18,2;50
10398;898286;"POM.MIN.";1;5,5;1,3
10401;899052;"POM.MIN.";1;6,4;1,4
10400;898438;"PLA.FLE.";1;7,3;4,5
10400;898589;"POM.MIN.";1;5,2;1,4
9903;897535;"OSM.EPE.";1;11,3;8,8
10400;898450;"PLA.FLE.";1;5,6;2,1
10401;899049;"POM.MIN.";1;5,5;1,4
10400;898586;"POM.MIN.";1;5,9;1,4
10400;898446;"PLA.FLE.";1;5,8;2
10400;898549;"OSM.EPE.";1;8,6;3,1
10398;898278;"POM.MIN.";1;4,5;1,3
10400;898594;"DIC.LAB.";1;8,4;5,3
10400;898585;"POM.MIN.";1;5,8;1,4
10400;898563;"POM.MIN.";1;5,9;1,4
10400;898566;"POM.MIN.";1;5,3;1,4
10401;899044;"POM.MIN.";1;5,9;1,4
10401;899067;"DIC.LAB.";1;8;5,5
10398;898187;"PLA.FLE.";1;7,5;4,2
10401;899002;"PLA.FLE.";1;25,5;172,4
10398;898296;"POM.MIN.";1;4,5;1,3
10398;898294;"POM.MIN.";1;5,2;1,3
10400;898582;"POM.MIN.";1;5,8;1,4
10400;898551;"OSM.EPE.";1;13,8;15,3
10398;898287;"POM.MIN.";1;6,2;1,3
9903;897523;"PAL.FFF.";100;NA;132
10400;898719;"BLI.BJO.";1;8,8;5,8
10400;898568;"POM.MIN.";1;5,2;1,4
10400;898449;"PLA.FLE.";1;5,8;2,6
9903;897588;"PLA.FLE.";1;5,4;2
10398;898188;"PLA.FLE.";1;7,3;4,8
10398;898191;"PLA.FLE.";1;4,5;0,9
10401;899011;"PLA.FLE.";1;8,9;7,9
10400;898437;"PLA.FLE.";1;9,5;7,9
10401;899037;"POM.MIN.";1;5,9;1,6
10398;898293;"POM.MIN.";1;3,4;1,3
10401;899006;"PLA.FLE.";1;4,8;1,5
10401;899071;"DIC.LAB.";1;7,5;3,6
10401;899040;"POM.MIN.";1;4,7;1,4
10398;898297;"POM.MIN.";1;6,2;1,3
10401;899003;"PLA.FLE.";1;6,4;2,6
10398;898270;"POM.MIN.";1;6,5;1,3
10401;899007;"PLA.FLE.";1;6;2,1
10400;898655;"POM.MIC.";1;5,9;1,4
10400;898651;"POM.MIC.";1;5,6;1,4
10400;898624;"POM.MIC.";1;4,6;1,4
10400;898620;"POM.MIC.";1;5,7;1,4
10401;899087;"POM.MIC.";1;5,9;1
10400;898617;"POM.MIC.";1;5,6;1,4
10400;898430;"ANG.ANG.";1;43,6;141
10400;898598;"POM.MIC.";1;5,2;1,4
9903;898790;"POM.MIC.";1;4,4;0,6
9903;897546;"POM.MIC.";1;4,4;0,9
9903;898797;"POM.MIC.";1;3,9;0,6
10401;899075;"POM.MIC.";1;4,2;1
10401;899078;"POM.MIC.";1;6,3;1
9903;898801;"POM.MIC.";1;4,3;0,6
10398;898194;"GAS.ACU.";1;4,1;0,6
10398;898225;"ANG.ANG.";1;36;77,4
10398;898263;"POM.MIC.";1;4,2;1,3
10400;898605;"POM.MIC.";1;5,4;1,4
10400;898643;"POM.MIC.";1;5,5;1,4
10398;898245;"POM.MIC.";1;4,1;1,3
9903;897532;"ABR.BRA.";1;4,4;1
9903;898794;"POM.MIC.";1;4,1;0,6
10400;898427;"ANG.ANG.";1;46,8;198,4
9903;898791;"POM.MIC.";1;4,5;0,6
10400;898492;"SOL.SOL.";1;8,8;6,3
10401;898935;"SOL.SOL.";1;9;7
10401;898943;"SOL.SOL.";1;10,3;10,4
10401;898912;"SOL.SOL.";1;10;9,8
10401;899000;"SOL.SOL.";1;7,9;4,4
10400;898483;"SOL.SOL.";1;11,6;14,6
10400;898760;"SOL.SOL.";1;8,9;9,6
10400;898480;"SOL.SOL.";1;9,8;9,9
10401;898968;"SOL.SOL.";1;9,7;7,6
10401;898999;"SOL.SOL.";1;9,4;7,9
10400;898763;"SOL.SOL.";1;8,9;6,6
10400;898471;"SOL.SOL.";1;11,8;17,1
10401;898903;"SOL.SOL.";1;10,6;10,9
10401;898934;"SOL.SOL.";1;8,9;6,3
10401;898915;"SOL.SOL.";1;8,9;7,3
10401;898926;"SOL.SOL.";1;9,2;7,4
10401;898911;"SOL.SOL.";1;11,2;14,2
10401;898930;"SOL.SOL.";1;11,2;14,7
10401;898957;"SOL.SOL.";1;9;7,8
10401;898972;"SOL.SOL.";1;9,6;8,1
10401;898976;"SOL.SOL.";1;10,3;10,9
10398;898183;"SAN.LUC.";1;13,7;16,6
10398;898180;"SAN.LUC.";1;10,5;7,3
10400;898518;"SAN.LUC.";1;13,5;17,1
10401;899018;"SAN.LUC.";1;13,3;14,1
10400;898533;"SAN.LUC.";1;13,6;16,4
10401;899015;"SAN.LUC.";1;18,1;37,4
10400;898532;"SAN.LUC.";1;11,1;8
10401;899033;"SAN.LUC.";1;12,1;8,6
10400;898452;"PLA.FLE.";1;6,3;3,3
10398;898421;"PAL.FFF.";100;NA;40,6
9903;898782;"POM.MIC.";1;3,6;0,6
10400;898623;"POM.MIC.";1;5;1,4
10398;898210;"ANG.ANG.";1;40,6;99,5
10401;899093;"ANG.ANG.";1;50;221,6
9903;898775;"POM.MIC.";1;3,7;0,6
10400;898653;"POM.MIC.";1;5,2;1,4
10400;898634;"POM.MIC.";1;5,8;1,4
10400;898547;"CRA.CRA.";1801;NA;1977,5
10400;898600;"POM.MIC.";1;5,2;1,4
10400;898631;"POM.MIC.";1;4,5;1,4
10401;899079;"POM.MIC.";1;5,1;1
10398;898253;"POM.MIC.";1;5,4;1,3
9903;897585;"ANG.ANG.";1;36;67
9903;898781;"POM.MIC.";1;4,2;0,6
10400;898607;"POM.MIC.";1;5,2;1,4
9903;897563;"ANG.ANG.";1;55,3;305,9
10400;898630;"POM.MIC.";1;6;1,4
10398;898218;"ANG.ANG.";1;58;313,8
10398;898260;"POM.MIC.";1;4;1,3
10398;898199;"ANG.ANG.";1;46,3;191,5
10398;898229;"POM.MIC.";1;5,4;1,3
10400;898599;"POM.MIC.";1;6;1,4
10398;898219;"ANG.ANG.";1;47;145,1
9903;897529;"ABR.BRA.";1;38,3;673,3
10400;898424;"ANG.ANG.";1;53,6;225,8
10398;898250;"POM.MIC.";1;3,8;1,3
10398;898212;"ANG.ANG.";1;28,3;37,2
10401;899092;"ANG.ANG.";1;59,5;474,8
9903;897583;"ANG.ANG.";1;38,3;101,2
10400;898618;"POM.MIC.";1;5,8;1,4
10398;898243;"POM.MIC.";1;3,8;1,3
9903;897552;"POM.MIC.";1;3,7;0,5
10400;898505;"SOL.SOL.";1;10,2;10,4
10400;898741;"SOL.SOL.";1;9,8;9,4
10400;898722;"SOL.SOL.";1;10,9;12,4
10400;898490;"SOL.SOL.";1;9,6;9,7
10400;898459;"SOL.SOL.";1;13;23,1
10400;898478;"SOL.SOL.";1;10,1;9,8
10400;898749;"SOL.SOL.";1;9,8;9,9
10400;898497;"SOL.SOL.";1;8;4,7
10401;898954;"SOL.SOL.";1;10;9,6
10401;898963;"SOL.SOL.";1;10,4;9
10400;898747;"SOL.SOL.";1;9,2;7,9
10401;898932;"SOL.SOL.";1;13,1;20,8
10400;898739;"SOL.SOL.";1;11;13,4
10401;898986;"SOL.SOL.";1;9,8;8,6
10400;898500;"SOL.SOL.";1;8,5;6,8
10400;898770;"SOL.SOL.";196;NA;1730,3
10401;898997;"SOL.SOL.";1;12,4;18
10400;898750;"SOL.SOL.";1;8,1;5,4
10401;898921;"SOL.SOL.";1;10,1;10,6
10401;898994;"SOL.SOL.";1;9,5;6,8
10400;898736;"SOL.SOL.";1;8,5;8,3
10400;898489;"SOL.SOL.";1;12,3;18
10400;898458;"SOL.SOL.";1;8,8;6,4
10401;898974;"SOL.SOL.";1;8,6;6,7
10401;898923;"SOL.SOL.";1;10,1;9,2
10401;898928;"SOL.SOL.";1;10,4;10,9
10401;898910;"SOL.SOL.";1;8,4;5,8
10400;898470;"SOL.SOL.";1;11,7;16
10401;898929;"SOL.SOL.";1;9;7,8
10400;898504;"SOL.SOL.";1;11,5;14,8
10400;898440;"PLA.FLE.";1;6,6;3
10398;898301;"POM.MIN.";24;NA;16
10401;899048;"POM.MIN.";1;5,7;1,4
10398;898284;"POM.MIN.";1;5,6;1,3
10400;898554;"POM.MIN.";1;6;1,4
10400;898565;"POM.MIN.";1;5,3;1,4
10398;898276;"POM.MIN.";1;5,2;1,3
10401;899062;"OSM.EPE.";1;18,3;39,9
10400;898576;"POM.MIN.";1;5,6;1,4
10400;898545;"PAL.FFF.";1519;NA;1546,6
9903;897594;"PLA.FLE.";1;5,3;1,3
10400;898581;"POM.MIN.";1;5,2;1,4
10398;898195;"OSM.EPE.";1;7,9;2,9
10400;898434;"PLA.FLE.";1;17;57,9
10401;899005;"PLA.FLE.";1;5,4;1,7
10400;898455;"PLA.FLE.";1;4,8;1,2
10400;898587;"POM.MIN.";1;6,3;1,4
10401;899073;"DIC.LAB.";1;7,3;4,1
10398;898197;"OSM.EPE.";1;8,6;3,4
10401;899058;"POM.MIN.";1;4,2;1,4
10401;899050;"POM.MIN.";1;5,9;1,4
10400;898444;"PLA.FLE.";1;9,5;9,3
10400;898436;"PLA.FLE.";1;7,8;5
10401;899008;"PLA.FLE.";1;6,3;2,3
10400;898447;"PLA.FLE.";1;7,8;5
10401;899039;"POM.MIN.";1;5,3;1,4
10398;898283;"POM.MIN.";1;4,2;1,3
10398;898186;"PLA.FLE.";1;6,8;2,9
10400;898439;"PLA.FLE.";1;8,4;6,3
10398;898295;"POM.MIN.";1;5;1,3
10400;898428;"ANG.ANG.";1;65,8;534,3
10400;898621;"POM.MIC.";1;5,9;1,4
9903;897544;"POM.MIC.";1;3,5;0,4
10400;898425;"ANG.ANG.";1;38,8;101,3
9903;897575;"ANG.ANG.";1;41,7;130,2
9903;897533;"ABR.BRA.";1;8,3;6
9903;897564;"ANG.ANG.";1;63,2;501,9
10398;898262;"POM.MIC.";1;4,3;1,3
10400;898652;"POM.MIC.";1;6;1,4
10398;898231;"POM.MIC.";1;4;1,3
10400;898640;"POM.MIC.";1;5,2;1,4
10400;898606;"POM.MIC.";1;4,4;1,4
10398;898264;"POM.MIC.";1;4;1,3
10400;898637;"POM.MIC.";1;4,3;1,4
9903;897593;"PLA.FLE.";1;4,7;1,3
10401;899009;"PLA.FLE.";1;7,3;3,2
10401;898951;"SOL.SOL.";1;12,1;18,5
10400;898762;"SOL.SOL.";1;8,3;6,4
10398;898251;"POM.MIC.";1;4,5;1,3
9903;897545;"POM.MIC.";1;3,4;0,4
10398;898205;"ANG.ANG.";1;45,8;167,7
10398;898266;"POM.MIC.";1;4,2;1,3
10398;898224;"ANG.ANG.";1;49,1;186,8
9903;897526;"POM.MIC.";333;NA;211,1
10398;898179;"SAN.LUC.";1;14,3;18,7
10400;898521;"SAN.LUC.";1;14;20,9
10400;898528;"SAN.LUC.";1;12,2;13
10400;898509;"SAN.LUC.";1;40,4;540,6
10400;898516;"SAN.LUC.";1;18,4;42,7
10400;898531;"SAN.LUC.";1;13,3;14,5
10401;899028;"SAN.LUC.";1;13,9;15,5
10400;898523;"SAN.LUC.";1;14,3;19,5
10400;898534;"SAN.LUC.";1;14,1;21,4
10401;899031;"SAN.LUC.";1;12,2;12,9
10400;898542;"SAN.LUC.";1;10,1;6,8
10400;898511;"SAN.LUC.";1;12,5;13,6
10401;899027;"SAN.LUC.";1;13,7;18,9
10398;898178;"SAN.LUC.";1;9,4;5,5
10400;898535;"SAN.LUC.";1;13;13,7
10401;899036;"SAN.LUC.";1;12;11,4
10400;898537;"SAN.LUC.";1;9,5;7,1
10400;898514;"SAN.LUC.";1;13,3;13,6
10400;898646;"POM.MIC.";1;5,5;1,4
9903;897565;"ANG.ANG.";1;63,3;446,1
10398;898211;"ANG.ANG.";1;32,8;56,9
10398;898252;"POM.MIC.";1;3,9;1,3
10398;898230;"POM.MIC.";1;5,4;1,3
9903;897577;"ANG.ANG.";1;52,7;307,6
9903;898780;"POM.MIC.";1;4,6;0,6
10398;898271;"POM.MIN.";1;6;1,3
9903;897524;"PAL.FFF.";2028;NA;2677
9903;897596;"PLA.FLE.";1;4,8;1,2
9903;897595;"PLA.FLE.";1;4,7;1,1
10398;898285;"POM.MIN.";1;5,7;1,3
10401;899041;"POM.MIN.";1;4,5;1,4
10398;898282;"POM.MIN.";1;6,4;1,3
10398;898274;"POM.MIN.";1;5,6;1,3
10401;899060;"OSM.EPE.";1;19;52,7
10400;898433;"PLA.FLE.";1;32,1;344
10398;898277;"POM.MIN.";1;5,4;1,3
10401;899010;"PLA.FLE.";1;5,2;1,2
10400;898445;"PLA.FLE.";1;5,3;1,8
10398;898289;"POM.MIN.";1;5,5;1,3
9903;897557;"POM.MIC.";1;3,8;0,5
9903;897579;"ANG.ANG.";1;37,5;96
10398;898232;"POM.MIC.";1;5,4;1,3
9903;897576;"ANG.ANG.";1;77;912,6
10398;898198;"ANG.ANG.";1;40,8;109,6
9903;898789;"POM.MIC.";1;4;0,6
10398;898217;"ANG.ANG.";1;28,2;30,9
10398;898236;"POM.MIC.";1;4;1,3
10398;898258;"POM.MIC.";1;3,6;1,3
10400;898426;"ANG.ANG.";1;58;357,6
10401;899094;"ANG.ANG.";1;35,6;77,2
10400;898636;"POM.MIC.";1;5,6;1,4
10398;898207;"ANG.ANG.";1;70,5;867,7
10400;898639;"POM.MIC.";1;5,8;1,4
10398;898259;"POM.MIC.";1;4,2;1,3
10401;899080;"POM.MIC.";1;4,6;1
10401;899086;"POM.MIC.";1;6,5;1
10400;898611;"POM.MIC.";1;5,8;1,4
10401;899226;"CRA.CRA.";1615;NA;1849,7
10401;899074;"POM.MIC.";1;5;1
10401;898917;"SOL.SOL.";1;11,4;13,8
10401;898905;"SOL.SOL.";1;11;13,6
10401;898936;"SOL.SOL.";1;10,2;10,2
10401;898949;"SOL.SOL.";1;7,6;4,3
10401;898938;"SOL.SOL.";1;11,7;18
10401;898907;"SOL.SOL.";1;7,7;5
10401;898988;"SOL.SOL.";1;31,1;283,6
10401;898980;"SOL.SOL.";1;11,7;16,8
10401;898983;"SOL.SOL.";1;9,2;8
10401;898904;"SOL.SOL.";1;10,1;10,3
10401;898995;"SOL.SOL.";1;12,9;22,3
10401;898945;"SOL.SOL.";1;12,1;18
10400;898476;"SOL.SOL.";1;10,1;10,3
10401;898964;"SOL.SOL.";1;9;7
10401;898998;"SOL.SOL.";1;10,8;13,6
10400;898757;"SOL.SOL.";1;21,2;108,7
10400;898726;"SOL.SOL.";1;9,4;9
10400;898506;"SOL.SOL.";1;9;7,3
10401;898922;"SOL.SOL.";1;8,8;7
10401;898953;"SOL.SOL.";1;9;6,3
10400;898642;"POM.MIC.";1;5,4;1,4
10398;898213;"ANG.ANG.";1;41,3;105,7
10398;898244;"POM.MIC.";1;5,5;1,3
10400;898645;"POM.MIC.";1;5,3;1,4
10398;898247;"POM.MIC.";1;3;1,3
9903;897553;"POM.MIC.";1;3,7;0,5
10400;898729;"SOL.SOL.";1;11,3;14,7
10401;898987;"SOL.SOL.";1;10;10,1
10400;898494;"SOL.SOL.";1;11,1;13,8
10400;898479;"SOL.SOL.";1;8,6;6,6
10401;898965;"SOL.SOL.";1;9,9;9,9
9903;897522;"ERI.SIN.";15;NA;1185,5
10401;898946;"SOL.SOL.";1;9,2;7
10401;898771;"SOL.SOL.";1;10,7;12,8
10400;898740;"SOL.SOL.";1;9,2;7,9
10401;899097;"SOL.SOL.";174;NA;1554
10400;898721;"SOL.SOL.";1;9,8;8,1
10400;898460;"SOL.SOL.";1;22,2;111,3
9903;898786;"POM.MIC.";1;3,9;0,6
9903;897534;"ABR.BRA.";1;6,2;2,5
10398;898221;"ANG.ANG.";1;48,6;185
10400;898429;"ANG.ANG.";1;61,3;442
10401;899082;"POM.MIC.";1;3,8;1
9903;897568;"ANG.ANG.";1;43,3;145,7
9903;897573;"ANG.ANG.";1;44,8;155,8
9903;897542;"POM.MIC.";1;3,6;0,4
10400;898609;"POM.MIC.";1;5,7;1,4
10398;898298;"POM.MIC.";81;NA;35,8
9903;898784;"POM.MIC.";1;3,4;0,6
10401;899076;"POM.MIC.";1;5,3;1
9903;897558;"POM.MIC.";1;3,6;0,6
10401;898985;"SOL.SOL.";1;9,8;9,1
10400;898753;"SOL.SOL.";1;11;14,9
10400;898473;"SOL.SOL.";1;8,8;6,8
10401;898920;"SOL.SOL.";1;13,2;23,4
10401;898979;"SOL.SOL.";1;10,5;10,8
10401;899068;"DIC.LAB.";1;7,9;4,6
10400;898552;"OSM.EPE.";1;7,9;2,7
10401;899057;"POM.MIN.";1;5,5;1,4
10401;899038;"POM.MIN.";1;6,1;1,4
10400;898555;"POM.MIN.";1;5,1;1,4
10400;898558;"POM.MIN.";1;5,5;1,4
9903;897587;"PLA.FLE.";1;5,7;1,9
10400;898544;"PAL.FFF.";100;NA;101,8
10400;898448;"PLA.FLE.";1;9,5;8,8
10400;898559;"POM.MIN.";1;7;1,4
10398;898190;"PLA.FLE.";1;5,4;1,5
10398;898267;"POM.MIN.";1;6,6;1,3
10401;899051;"POM.MIN.";1;5,6;1,4
10400;898578;"POM.MIN.";1;5,6;1,4
10401;899063;"OSM.EPE.";1;18,4;44,2
10398;898169;"BLI.BJO.";1;35;664,6
10401;899061;"OSM.EPE.";1;18,5;42,8
10401;899064;"OSM.EPE.";1;17,7;30
10401;899095;"BLI.BJO.";1;8;4,1
10400;898575;"POM.MIN.";1;5,3;1,4
10401;899045;"POM.MIN.";1;4,7;1,4
10398;898171;"BLI.BJO.";1;6,7;3,6
10400;898571;"POM.MIN.";1;5,8;1,4
10400;898577;"POM.MIN.";1;5,6;1,4
10400;898570;"POM.MIN.";1;5,3;1,4
10400;898574;"POM.MIN.";1;6,1;1,4
10401;899055;"POM.MIN.";1;5,1;1,4
9903;897538;"OSM.EPE.";1;8,2;3,3
10398;898172;"RUT.RUT.";1;7,5;4,5
10400;898543;"ERI.SIN.";45;NA;1290,2
10400;898748;"SOL.SOL.";1;9,5;8,4
10400;898567;"POM.MIN.";1;5,6;1,4
10401;899053;"POM.MIN.";1;5,8;1,4
10400;898548;"OSM.EPE.";1;8,9;3,8
10401;899227;"PAL.FFF.";1321;NA;1590,6
10400;898592;"DIC.LAB.";1;8,2;5,6
9903;897531;"ABR.BRA.";1;41,9;877,4
10400;898650;"POM.MIC.";1;4,7;1,4
10400;898635;"POM.MIC.";1;5,5;1,4
10400;898619;"POM.MIC.";1;5;1,4
10400;898615;"POM.MIC.";1;6,2;1,4
10400;898604;"POM.MIC.";1;5,2;1,4
10398;898248;"POM.MIC.";1;5,2;1,3
9903;898795;"POM.MIC.";1;4,2;0,6
10400;898608;"POM.MIC.";1;5,8;1,4
9903;898779;"POM.MIC.";1;3,2;0,6
10400;898764;"SOL.SOL.";1;9,1;7,9
10400;898498;"SOL.SOL.";1;10,2;9,6
10400;898536;"SAN.LUC.";1;10,6;8
10401;899022;"SAN.LUC.";1;12,5;11,3
10401;899029;"SAN.LUC.";1;11,5;10,3
10401;899014;"SAN.LUC.";1;13,5;17
10401;899026;"SAN.LUC.";1;13,7;16,5
10401;899021;"SAN.LUC.";1;15,5;23,6
10400;898530;"SAN.LUC.";1;11,6;9
10398;898176;"SAN.LUC.";1;32,5;285
10400;898524;"SAN.LUC.";1;15,2;27
10400;898525;"SAN.LUC.";1;14,5;19,3
10401;899030;"SAN.LUC.";1;14;19
10400;898513;"SAN.LUC.";1;12,2;11,6
10401;899032;"SAN.LUC.";1;11,1;8,7
10401;899017;"SAN.LUC.";1;12,7;12,3
10400;898539;"SAN.LUC.";1;13,6;16,1
10401;899034;"SAN.LUC.";1;12;9,9
10400;898517;"SAN.LUC.";1;16,5;26,6
10398;898184;"SAN.LUC.";1;10,5;8,3
10400;898529;"SAN.LUC.";1;14,6;20,2
10401;898978;"SOL.SOL.";1;8,5;5,3
10400;898766;"SOL.SOL.";1;8,3;6,2
10401;898982;"SOL.SOL.";1;11,5;14,4
10400;898728;"SOL.SOL.";1;9,9;8,9
10401;898940;"SOL.SOL.";1;12,1;15,1
10401;898975;"SOL.SOL.";1;13,4;21,2
10401;898971;"SOL.SOL.";1;9,1;7,2
10401;898944;"SOL.SOL.";1;9,4;7,7
10401;898913;"SOL.SOL.";1;10,5;11,7
10401;898906;"SOL.SOL.";1;8,8;6,6
10401;898937;"SOL.SOL.";1;8,4;6,6
10400;898769;"SOL.SOL.";1;9,3;8,9
10400;898732;"SOL.SOL.";1;9;7,3
10400;898735;"SOL.SOL.";1;9,7;9,8
10398;898174;"RUT.RUT.";1;6,5;2,4
10401;898918;"SOL.SOL.";1;9,6;9,9
10400;898765;"SOL.SOL.";1;9,2;7
10400;898746;"SOL.SOL.";1;8,1;5,3
10401;898952;"SOL.SOL.";1;9,3;6,8
9903;898793;"POM.MIC.";1;3,5;0,6
10398;898265;"POM.MIC.";1;4,2;1,3
10398;898234;"POM.MIC.";1;4;1,3
10398;898238;"POM.MIC.";1;4,1;1,3
9903;898800;"POM.MIC.";1;4,2;0,6
9903;897528;"ABR.BRA.";1;48,7;1044,5
9903;897578;"ANG.ANG.";1;44,6;147,6
10398;898200;"ANG.ANG.";1;58,4;309
9903;897582;"ANG.ANG.";1;45,5;192,4
9903;898773;"POM.MIC.";1;3,9;0,6
10401;899081;"POM.MIC.";1;4,9;1
10398;898257;"POM.MIC.";1;3,2;1,3
10398;898220;"ANG.ANG.";1;45,7;164,6
10398;898235;"POM.MIC.";1;5,5;1,3
10398;898204;"ANG.ANG.";1;53,6;281
10398;898254;"POM.MIC.";1;4,5;1,3
10398;898193;"CYP.CAR.";1;10,8;17,1
9903;897548;"POM.MIC.";1;3,6;0,4
10398;898223;"ANG.ANG.";1;45,3;133,9
9903;898792;"POM.MIC.";1;4,5;0,6
10398;898201;"ANG.ANG.";1;59,2;437,7
9903;897567;"ANG.ANG.";1;46,3;152,8
9903;897571;"ANG.ANG.";1;46,4;162,7
10398;898242;"POM.MIC.";1;4,4;1,3
9903;898777;"POM.MIC.";1;4;0,6
9903;897589;"PLA.FLE.";1;4,8;1
10398;898269;"POM.MIN.";1;6,1;1,3
10401;899047;"POM.MIN.";1;7,3;1,4
9903;897590;"PLA.FLE.";1;4,8;1,4
10398;898288;"POM.MIN.";1;4;1,3
10401;899043;"POM.MIN.";1;6;1,4
10398;898272;"POM.MIN.";1;5,7;1,3
10398;898185;"PLA.FLE.";1;6,3;2,4
10398;898189;"PLA.FLE.";1;5,3;1,5
10401;898996;"SOL.SOL.";1;11,7;14,5
10401;898977;"SOL.SOL.";1;9,8;12,2
10401;898973;"SOL.SOL.";1;8,5;6
10401;898958;"SOL.SOL.";1;12,4;16,8
10400;898733;"SOL.SOL.";1;10,7;13,3
10398;898170;"BLI.BJO.";1;26,2;269,1
10398;898196;"OSM.EPE.";1;8,8;3,9
9903;897592;"PLA.FLE.";1;5,5;1,4
9903;897536;"OSM.EPE.";1;11;9,6
10398;898273;"POM.MIN.";1;5,8;1,3
10401;899013;"SAN.LUC.";1;12,7;14,6
9903;897559;"SAN.LUC.";1;17,8;41,8
10401;899016;"SAN.LUC.";1;13,4;15,6
9903;897586;"PLA.FLE.";1;5,5;2,2
10398;898292;"POM.MIN.";1;6;1,3
10398;898280;"POM.MIN.";1;4;1,3
10400;898561;"POM.MIN.";1;5,4;1,4
9903;897540;"POM.MIC.";1;4,3;0,8
10398;898227;"ANG.ANG.";1;42,9;117,3
10398;898291;"POM.MIN.";1;4,5;1,3
10398;898246;"POM.MIC.";1;3,3;1,3
9903;898796;"POM.MIC.";1;4,4;0,6
10398;898208;"ANG.ANG.";1;47;151,6
10398;898261;"POM.MIC.";1;4,2;1,3
9903;897555;"POM.MIC.";1;4,4;0,8
10398;898239;"POM.MIC.";1;4,2;1,3
9903;897574;"ANG.ANG.";1;48,8;205,9
9903;897547;"POM.MIC.";1;4,1;0,6
10398;898215;"ANG.ANG.";1;37,2;80
9903;898788;"POM.MIC.";1;4;0,6
9903;898785;"POM.MIC.";1;4;0,6
10400;898614;"POM.MIC.";1;5;1,4
