"sample_key";"record_id";"taxoncode";"number";"length";"weight"
13280;1158228;"PER.FLU.";1;15,5;39,4
13280;1158229;"PER.FLU.";1;14;25,2
13295;1162769;"NEO.MEL.";1;4,1;0,6
13295;1162770;"NEO.MEL.";1;6,9;3
13295;1162771;"NEO.MEL.";1;7,2;4,3
13208;1157819;"RUT.RUT.";1;15,1;37,9
13208;1157820;"RUT.RUT.";1;14,2;29,6
13208;1157821;"RUT.RUT.";1;10,3;10,9
13208;1157822;"RUT.RUT.";1;10,6;11,6
13208;1157823;"RUT.RUT.";1;15,8;51,2
13208;1157824;"RUT.RUT.";1;10,7;13,2
13208;1157825;"RUT.RUT.";1;10,3;11,5
13208;1157826;"RUT.RUT.";1;10,1;11
13208;1157827;"RUT.RUT.";1;10,6;13
13208;1157828;"RUT.RUT.";1;10,2;11,3
13208;1157829;"RUT.RUT.";1;11,1;13
13208;1157830;"RUT.RUT.";1;10,8;13,3
13208;1157831;"RUT.RUT.";1;10;10,8
13208;1157832;"RUT.RUT.";1;8,8;7,3
13208;1157833;"RUT.RUT.";1;10,6;11,4
13208;1157834;"RUT.RUT.";1;9,8;10
13208;1157835;"RUT.RUT.";1;9,8;11
13208;1157836;"RUT.RUT.";1;10,1;10,3
13215;1159684;"PER.FLU.";1;12,1;21,3
13215;1159685;"LEP.GIB.";1;3,7;0,7
13280;1158230;"PER.FLU.";1;8;4,8
13280;1158231;"PER.FLU.";1;10,2;9,6
13280;1158232;"PER.FLU.";1;8,1;4,1
13280;1158233;"PER.FLU.";1;10;8,7
13280;1158234;"PER.FLU.";1;10,7;14,2
13280;1158235;"PER.FLU.";1;8,4;5,6
13280;1158236;"PER.FLU.";1;9;7,2
13280;1158237;"PER.FLU.";1;8,1;5,2
13285;1158621;"PER.FLU.";1;27,3;230,2
13285;1158622;"PER.FLU.";1;23,2;140,9
13285;1158623;"PER.FLU.";1;8,8;6,9
13285;1158624;"PER.FLU.";1;13,7;25,8
13285;1158625;"PER.FLU.";1;10,8;12,2
13285;1158626;"PER.FLU.";1;9,9;9,5
13285;1158627;"PER.FLU.";1;9,8;10,2
13295;1162772;"NEO.MEL.";1;8,4;6,2
13295;1162773;"NEO.MEL.";1;7,2;3,8
13295;1162774;"NEO.MEL.";1;7;3,2
13295;1162775;"NEO.MEL.";1;7,4;3,8
13295;1162776;"NEO.MEL.";1;8,2;6,4
13295;1162777;"NEO.MEL.";1;6,4;3,2
13295;1162778;"NEO.MEL.";1;7,9;5,8
13295;1162779;"NEO.MEL.";1;7,4;4,6
13295;1162780;"NEO.MEL.";1;8;6
13295;1162781;"NEO.MEL.";1;4,9;1,2
13295;1162782;"NEO.MEL.";1;7,3;4,5
13295;1162783;"NEO.MEL.";1;6,7;3,2
13295;1162784;"NEO.MEL.";1;6;2,3
13295;1162785;"NEO.MEL.";1;5,6;1,3
13295;1162786;"NEO.MEL.";1;5,8;0,7
13295;1162787;"NEO.MEL.";1;16;54,6
13295;1162788;"NEO.MEL.";1;10,2;14,8
13295;1162789;"NEO.MEL.";1;10;12,7
13295;1162790;"NEO.MEL.";1;10,2;14,5
13295;1162791;"NEO.MEL.";1;9,3;9,6
13285;1158628;"PER.FLU.";1;8,8;5,5
13285;1158629;"PER.FLU.";1;9;1
13285;1158642;"LEP.GIB.";1;12,8;41,2
13280;1158238;"PER.FLU.";1;8,4;5,1
13280;1158239;"PER.FLU.";1;8,1;6
13280;1158240;"PER.FLU.";1;8;5,9
13280;1158241;"PER.FLU.";1;14,5;33
13280;1158242;"PER.FLU.";1;16,7;50,7
13280;1158243;"SIL.GLA.";1;32,6;219,3
13280;1158244;"PER.FLU.";1;8;4,3
13215;1159703;"RUT.RUT.";1;10,5;10,8
13215;1159704;"RUT.RUT.";1;8,7;7,7
13215;1159705;"RUT.RUT.";1;10,1;10,6
13215;1159706;"RUT.RUT.";1;9,9;9,6
13280;1158271;"RUT.RUT.";1;28;259,4
13280;1158272;"RUT.RUT.";1;10,2;10,7
13280;1158273;"RUT.RUT.";1;9,3;7,2
13280;1158274;"RUT.RUT.";1;18,5;71,2
13290;1160011;"PRO.SEM.";1;3,7;0,6
13290;1160012;"PRO.SEM.";1;4;0,7
13290;1160013;"PRO.SEM.";1;4,1;0,5
13290;1160014;"PRO.SEM.";1;3,7;0,5
13290;1160015;"PRO.SEM.";1;4,1;0,8
13290;1160016;"PRO.SEM.";1;4,8;0,7
13290;1160017;"PRO.SEM.";1;3,4;0,3
13290;1160018;"PRO.SEM.";1;4,2;0,3
13290;1160019;"PRO.SEM.";1;3;0,2
13280;1158245;"PER.FLU.";1;8,7;6,2
13280;1158246;"PER.FLU.";1;8,6;5,5
13280;1158247;"PER.FLU.";1;7,7;4,6
13280;1158248;"PER.FLU.";1;8;4,5
13280;1158249;"PER.FLU.";1;19,5;80,8
13280;1158250;"PER.FLU.";1;15,9;47,9
13280;1158251;"PER.FLU.";1;9,4;7,3
13280;1158252;"PER.FLU.";1;13,7;27,7
13280;1158253;"PER.FLU.";1;18,9;80,9
13280;1158254;"PER.FLU.";1;8,4;5,7
13280;1158255;"PER.FLU.";1;9,1;6,9
13280;1158256;"PER.FLU.";1;7,5;4,3
13280;1158257;"PER.FLU.";1;8,9;7
13280;1158258;"PER.FLU.";1;8,7;5,5
13280;1158259;"PER.FLU.";1;9,5;7,8
13280;1158260;"PER.FLU.";1;8,6;5,6
13280;1158261;"PER.FLU.";1;8,5;5,6
13280;1158262;"PER.FLU.";1;8;4,9
13285;1158620;"ORC.LIM.";2;NA;11,8
13285;1158630;"ANG.ANG.";1;68,3;469,9
13208;1157797;"ORC.LIM.";2;NA;9,9
13214;1159651;"ANG.ANG.";1;55,3;215
13214;1159652;"ANG.ANG.";1;53,8;241,5
13214;1159653;"ANG.ANG.";1;49;205
13214;1159654;"ANG.ANG.";1;67;490
13214;1159655;"ANG.ANG.";1;40,7;83
13214;1159656;"ANG.ANG.";1;43,8;130
13214;1159657;"ANG.ANG.";1;37;75,9
13214;1159658;"ANG.ANG.";1;38,4;78,4
13214;1159659;"ANG.ANG.";1;42,6;100
13214;1159660;"ABR.BRA.";1;60,3;2495
13214;1159661;"ABR.BRA.";1;32,4;441,6
13214;1159662;"ABR.BRA.";1;8,2;5,6
13286;1158942;"NEO.MEL.";1;10,2;17,3
13286;1158943;"NEO.MEL.";1;9,7;14,9
13286;1158944;"NEO.MEL.";1;8;7,4
13286;1158945;"NEO.MEL.";1;10,7;17
13286;1158946;"NEO.MEL.";1;7,8;7,1
13214;1159665;"ANG.ANG.";1;76;257,7
13214;1159672;"ORC.LIM.";9;NA;123,1
13215;1159673;"ORC.LIM.";1;NA;1,1
13286;1158947;"NEO.MEL.";1;8,8;12,5
13286;1158948;"ANG.ANG.";1;54,7;247,6
13286;1158949;"ANG.ANG.";1;52,7;249,8
13295;1162792;"NEO.MEL.";1;10,4;13,4
13295;1162793;"NEO.MEL.";1;8,3;7,2
13295;1162794;"NEO.MEL.";1;10;11,1
13295;1162795;"NEO.MEL.";1;8,6;8,4
13295;1162796;"NEO.MEL.";1;9;9,4
13295;1162797;"NEO.MEL.";1;7,4;4,6
13295;1162798;"NEO.MEL.";1;8,9;8,6
13295;1162799;"NEO.MEL.";1;8,8;7,8
13295;1162800;"NEO.MEL.";1;9,9;13,2
13215;1159707;"ANG.ANG.";1;72,8;786
13215;1159708;"ANG.ANG.";1;54,8;310,5
13295;1162801;"NEO.MEL.";1;6,4;3,1
13295;1162802;"NEO.MEL.";1;8,1;5,3
13295;1162803;"NEO.MEL.";1;7,3;4,4
13295;1162804;"NEO.MEL.";1;5,8;1,9
13295;1162805;"NEO.MEL.";1;5,1;1,4
13295;1162806;"NEO.MEL.";1;7,2;4,9
13295;1162807;"NEO.MEL.";1;7,2;4,5
13295;1162808;"NEO.MEL.";1;7,2;4,8
13295;1162809;"NEO.MEL.";1;6,6;3,5
13295;1162810;"NEO.MEL.";1;7,5;5,4
13285;1158638;"NEO.MEL.";1;9,7;11,2
13285;1158639;"NEO.MEL.";1;6,4;3,2
13285;1158640;"NEO.MEL.";1;6,3;3,3
13285;1158643;"NEO.MEL.";1;5,4;3,4
13285;1158644;"NEO.MEL.";1;3,2;0,7
13285;1158645;"NEO.MEL.";1;4,4;0,9
13285;1158646;"NEO.MEL.";1;3,5;0,3
13285;1158647;"NEO.MEL.";1;3,3;0,2
13285;1158648;"NEO.MEL.";1;3,4;0,3
13285;1158649;"NEO.MEL.";1;4;0,8
13208;1157837;"ANG.ANG.";1;36,9;80,2
13208;1157838;"ANG.ANG.";1;62,4;456
13208;1157839;"ANG.ANG.";1;65,7;499,7
13208;1157840;"ANG.ANG.";1;38;99,2
13290;1160001;"NEO.MEL.";1;7,5;4,7
13290;1160002;"NEO.MEL.";1;6,7;3
13290;1160003;"NEO.MEL.";1;5,1;1,5
13290;1160004;"NEO.MEL.";1;5,3;1,5
13290;1160005;"NEO.MEL.";1;4,8;1,2
13290;1160006;"NEO.MEL.";1;4;0,8
13290;1160007;"NEO.MEL.";1;4,4;1,1
13290;1160008;"NEO.MEL.";1;2,8;0,2
13290;1160009;"NEO.MEL.";1;3,4;0,4
13292;1161691;"NEO.MEL.";1;8,7;7,7
13292;1161692;"NEO.MEL.";1;6,3;3,2
13292;1161693;"NEO.MEL.";1;5,3;1,7
13211;1159226;"ANG.ANG.";1;26,7;27,8
13211;1159227;"ANG.ANG.";1;89;1123
13211;1159231;"ORC.LIM.";1;NA;2,8
13212;1159237;"GAS.ACU.";1;4,7;0,8
13292;1161713;"ANG.ANG.";1;76;985,7
13292;1161714;"ANG.ANG.";1;77;738,5
13292;1161715;"ANG.ANG.";1;50,5;271
13292;1161716;"ANG.ANG.";1;57,2;319,2
13292;1161717;"ANG.ANG.";1;39,5;137,2
13292;1161718;"ANG.ANG.";1;45;146,4
13292;1161719;"ANG.ANG.";1;37,8;90,3
13292;1161720;"ANG.ANG.";1;40,5;111,7
13292;1161721;"ANG.ANG.";1;31,7;63,3
13292;1161722;"ANG.ANG.";1;43,2;152,6
13292;1161723;"ANG.ANG.";1;31,6;99,2
13292;1161724;"ANG.ANG.";1;29,9;37,2
13292;1161725;"ANG.ANG.";1;31,1;24,7
13292;1161726;"ANG.ANG.";1;36,3;40,5
13212;1159242;"ANG.ANG.";1;75,6;611,9
13212;1159243;"ANG.ANG.";1;65,4;437
13208;1157714;"SAN.LUC.";1;9,5;5,4
13208;1157539;"SAN.LUC.";1;9,6;5,2
13208;1157540;"SAN.LUC.";1;9,7;5,3
13280;1158275;"RUT.RUT.";1;12;16,9
13280;1158276;"RUT.RUT.";1;8,7;4,9
13280;1158277;"RUT.RUT.";1;8;4
13211;1159219;"RUT.RUT.";1;16,8;47,7
13211;1159220;"RUT.RUT.";1;17,8;59,5
13211;1159221;"RUT.RUT.";1;16,4;44,2
13211;1159222;"RUT.RUT.";1;16,3;47,7
13211;1159223;"RUT.RUT.";1;17;54,2
13211;1159224;"RUT.RUT.";1;11,1;14,5
13212;1159232;"ERI.SIN.";1;NA;205,4
13215;1159756;"NEO.MEL.";1;5,2;1,8
13215;1159757;"NEO.MEL.";1;9;10,7
13215;1159758;"NEO.MEL.";1;9,7;13,5
13215;1159759;"NEO.MEL.";1;9,5;12,7
13215;1159760;"NEO.MEL.";1;7;4,1
13215;1159761;"NEO.MEL.";1;6,1;3,1
13215;1159762;"NEO.MEL.";1;7,7;5,6
13215;1159763;"NEO.MEL.";1;5,8;2,6
13215;1159764;"NEO.MEL.";1;6;2,7
13215;1159765;"NEO.MEL.";1;9,9;13,8
13215;1159766;"NEO.MEL.";1;4,7;1,2
13215;1159767;"NEO.MEL.";1;7,3;4,5
13215;1159768;"NEO.MEL.";1;6,5;3,9
13215;1159769;"NEO.MEL.";1;5;1,8
13215;1159770;"NEO.MEL.";1;6,2;3,3
13215;1159771;"NEO.MEL.";1;6,8;4,3
13215;1159772;"NEO.MEL.";1;5,1;1,7
13215;1159773;"NEO.MEL.";1;6,2;3
13215;1159774;"NEO.MEL.";1;6,8;3,8
13295;1162811;"NEO.MEL.";1;5,4;1,5
13295;1162812;"NEO.MEL.";1;5,1;1,3
13295;1162813;"NEO.MEL.";1;8,8;8,3
13295;1162814;"NEO.MEL.";1;6,1;2,2
13295;1162815;"NEO.MEL.";1;8,3;6,7
13295;1162816;"ANG.ANG.";1;25,1;23,6
13296;1162818;"ORC.LIM.";1;NA;9,7
13212;1159244;"ANG.ANG.";1;43,9;133,8
13212;1159245;"ANG.ANG.";1;49,7;161,8
13212;1159246;"ABR.BRA.";1;35,6;584
13212;1159247;"ABR.BRA.";1;40,2;769
13212;1159248;"ABR.BRA.";1;38,6;655,5
13213;1159385;"ORC.LIM.";1;NA;18,1
13213;1159387;"NEO.MEL.";1;5,7;2
13213;1159388;"NEO.MEL.";1;11,8;25,2
13213;1159389;"NEO.MEL.";1;6,3;2,6
13213;1159390;"NEO.MEL.";1;5,7;2,9
13213;1159391;"NEO.MEL.";1;5,8;1,8
13213;1159392;"NEO.MEL.";1;4,7;1,3
13213;1159393;"NEO.MEL.";1;6,4;3,3
13213;1159394;"NEO.MEL.";1;7,4;5,5
13213;1159395;"NEO.MEL.";1;6,3;3
13213;1159396;"NEO.MEL.";1;7,6;5,7
13213;1159397;"NEO.MEL.";1;7,3;4,8
13213;1159398;"NEO.MEL.";1;5,9;1,8
13213;1159399;"NEO.MEL.";1;4,9;1,4
13213;1159400;"NEO.MEL.";1;7,9;6,2
13213;1159401;"NEO.MEL.";1;7,2;4,8
13213;1159402;"NEO.MEL.";1;3,8;0,5
13213;1159403;"NEO.MEL.";1;3,9;0,4
13213;1159404;"NEO.MEL.";1;4,2;0,8
13215;1159775;"NEO.MEL.";1;8;5,9
13208;1157661;"RUT.RUT.";1;17,2;54,8
13208;1157662;"RUT.RUT.";1;15,5;41,7
13208;1157663;"RUT.RUT.";1;14;31,8
13208;1157664;"RUT.RUT.";1;11,1;14
13208;1157666;"RUT.RUT.";1;16,5;46,3
13208;1157667;"RUT.RUT.";1;17,1;57,5
13208;1157668;"RUT.RUT.";1;16,9;51,2
13208;1157669;"RUT.RUT.";1;15,6;43,4
13208;1157671;"RUT.RUT.";1;15;35,5
13208;1157672;"RUT.RUT.";1;15,2;37,9
13208;1157673;"RUT.RUT.";1;10,6;12,8
13208;1157674;"RUT.RUT.";1;10,6;12,1
13208;1157676;"RUT.RUT.";1;10,3;10,8
13208;1157677;"RUT.RUT.";1;11,1;13,5
13208;1157678;"RUT.RUT.";1;15,3;40,4
13208;1157680;"RUT.RUT.";1;17,2;61,3
13208;1157681;"RUT.RUT.";1;15,1;37,8
13215;1159776;"NEO.MEL.";1;6;2,5
13215;1159777;"NEO.MEL.";1;4,7;1,4
13215;1159778;"NEO.MEL.";1;6,1;3,2
13215;1159779;"NEO.MEL.";1;5,7;2,2
13215;1159780;"NEO.MEL.";1;7,7;6,2
13215;1159781;"NEO.MEL.";1;6,1;3,1
13215;1159782;"NEO.MEL.";1;6,1;3,4
13215;1159783;"NEO.MEL.";1;7;4,8
13215;1159784;"NEO.MEL.";1;6,1;3,6
13215;1159785;"NEO.MEL.";1;6,9;3,7
13215;1159786;"NEO.MEL.";1;5,3;2
13215;1159787;"NEO.MEL.";1;6;2,9
13280;1158319;"ANG.ANG.";1;64;476,9
13280;1158320;"ANG.ANG.";1;76,5;988,3
13296;1162819;"RUT.RUT.";89;NA;5247
13296;1162830;"RUT.RUT.";1;20,7;95,1
13280;1158290;"RUT.RUT.";1;15,6;36,2
13280;1158291;"RUT.RUT.";1;7,9;4,1
13280;1158292;"RUT.RUT.";1;7,5;3,2
13280;1158293;"RUT.RUT.";1;8,1;3,8
13280;1158294;"RUT.RUT.";1;7,6;4,6
13280;1158295;"RUT.RUT.";1;12,6;20
13280;1158296;"RUT.RUT.";1;12;16,3
13280;1158321;"ANG.ANG.";1;61;344,2
13280;1158322;"ANG.ANG.";1;62;394,3
13280;1158323;"ANG.ANG.";1;53;247,3
13280;1158324;"ANG.ANG.";1;40,4;97,3
13280;1158326;"NEO.MEL.";1;13,8;42,2
13215;1159788;"NEO.MEL.";1;5,2;2
13215;1159789;"NEO.MEL.";1;4,3;0,8
13215;1159790;"NEO.MEL.";1;5,2;2
13215;1159791;"NEO.MEL.";1;6,7;3,8
13215;1159792;"NEO.MEL.";1;4,8;1,4
13216;1159793;"ABR.BRA.";1;36,3;656,6
13216;1159794;"ABR.BRA.";1;32,2;367
13216;1159795;"ABR.BRA.";1;35,6;488,5
13216;1159800;"ANG.ANG.";1;81,2;988,7
13216;1159801;"ANG.ANG.";1;67,9;618,5
13216;1159802;"ANG.ANG.";1;54,6;265,2
13216;1159803;"ANG.ANG.";1;71,3;680,9
13216;1159804;"ANG.ANG.";1;67,2;524,7
13216;1159805;"ANG.ANG.";1;74,5;773,1
13216;1159806;"ANG.ANG.";1;77,2;958,6
13216;1159807;"ANG.ANG.";1;57,3;334,2
13280;1158327;"NEO.MEL.";1;13,8;38,2
13280;1158328;"NEO.MEL.";1;11,4;17,6
13280;1158329;"NEO.MEL.";1;12;21,6
13280;1158330;"NEO.MEL.";1;10,4;13,6
13280;1158331;"NEO.MEL.";1;9,8;9,8
13280;1158332;"NEO.MEL.";1;10;14,2
13280;1158333;"NEO.MEL.";1;8,4;6,2
13280;1158334;"NEO.MEL.";1;7,8;7,2
13280;1158335;"NEO.MEL.";1;8,4;7,7
13280;1158336;"NEO.MEL.";1;9,5;10,6
13280;1158337;"NEO.MEL.";1;10,2;13,7
13280;1158338;"NEO.MEL.";1;10,7;16,4
13280;1158297;"RUT.RUT.";1;8;4
13280;1158298;"RUT.RUT.";1;8;3,7
13280;1158299;"RUT.RUT.";1;7,7;3,4
13280;1158300;"RUT.RUT.";1;7,9;3,8
13280;1158301;"RUT.RUT.";1;8;4,4
13280;1158339;"NEO.MEL.";1;10,9;19
13280;1158340;"NEO.MEL.";1;14,2;42,5
13280;1158341;"NEO.MEL.";1;11;18,4
13280;1158342;"NEO.MEL.";1;11,4;15,9
13296;1162831;"NEO.MEL.";1;9,3;10,8
13296;1162832;"NEO.MEL.";1;8,3;8,7
13296;1162833;"NEO.MEL.";1;10,4;14,5
13296;1162834;"NEO.MEL.";1;8,8;8,3
13296;1162835;"NEO.MEL.";1;7,9;4,1
13296;1162836;"RUT.RUT.";1;20,2;94,4
13296;1162837;"RUT.RUT.";1;23;144,2
13296;1162838;"RUT.RUT.";1;22,5;139,4
13296;1162839;"RUT.RUT.";1;23,3;153
13296;1162840;"RUT.RUT.";1;18,2;59,9
13296;1162841;"RUT.RUT.";1;18;64,6
13296;1162842;"RUT.RUT.";1;15,8;40,8
13296;1162843;"RUT.RUT.";1;17,9;68,7
13296;1162844;"RUT.RUT.";1;17,9;61,3
13296;1162845;"RUT.RUT.";1;19,6;85,6
13296;1162846;"RUT.RUT.";1;18,6;76,7
13296;1162847;"RUT.RUT.";1;20,5;89,8
13296;1162848;"RUT.RUT.";1;18,8;73,8
13296;1162849;"RUT.RUT.";1;18,3;69,3
13296;1162850;"RUT.RUT.";1;18,1;64,8
13296;1162851;"RUT.RUT.";1;17,3;55,4
13296;1162852;"RUT.RUT.";1;15,8;43,2
13296;1162853;"RUT.RUT.";1;21,3;122
13296;1162854;"RUT.RUT.";1;17,3;55,8
13296;1162855;"RUT.RUT.";1;18,1;62,1
13296;1162856;"RUT.RUT.";1;21,6;110,7
13296;1162857;"RUT.RUT.";1;17,8;57,6
13296;1162858;"RUT.RUT.";1;17,9;63
13296;1162859;"RUT.RUT.";1;19;71,1
13296;1162860;"RUT.RUT.";1;14,8;32
13296;1162861;"RUT.RUT.";1;16,5;36,6
13296;1162862;"RUT.RUT.";1;18,4;63,6
13296;1162863;"RUT.RUT.";1;17,5;53,8
13296;1162864;"RUT.RUT.";1;18,6;68,6
13296;1162865;"RUT.RUT.";1;15,7;40,6
13296;1162866;"RUT.RUT.";1;16,4;39,1
13296;1162867;"RUT.RUT.";1;17,8;58,2
13296;1162868;"RUT.RUT.";1;17;46,8
13296;1162869;"RUT.RUT.";1;16,7;45,8
13213;1159405;"NEO.MEL.";1;3,2;0,3
13213;1159406;"NEO.MEL.";1;3;0,2
13213;1159407;"NEO.MEL.";1;2,1;0,1
13213;1159408;"NEO.MEL.";1;2,2;0,1
13213;1159409;"NEO.MEL.";1;3,7;0,6
13213;1159410;"NEO.MEL.";1;3,2;0,6
13213;1159411;"NEO.MEL.";1;4;0,5
13387;1160117;"ORC.LIM.";2;NA;44,4
13387;1160118;"ORC.LIM.";2;NA;23,6
13387;1160119;"ABR.BRA.";1;54,9;1460
13387;1160120;"ABR.BRA.";1;24,3;157,8
13213;1159440;"ANG.ANG.";1;60,6;381,4
13213;1159441;"ANG.ANG.";1;51,9;243,5
13213;1159442;"ANG.ANG.";1;22,9;18,5
13213;1159443;"ANG.ANG.";1;58,6;316,6
13213;1159444;"ANG.ANG.";1;61,5;359,8
13280;1158263;"PER.FLU.";1;8;4,6
13280;1158264;"PER.FLU.";1;7,5;3,9
13280;1158265;"PER.FLU.";1;8,6;5,6
13280;1158266;"PER.FLU.";1;8;7,2
13280;1158267;"PER.FLU.";1;8,1;4,9
13280;1158268;"PER.FLU.";1;9,7;7,9
13280;1158269;"PER.FLU.";1;8,5;6,3
13280;1158270;"PER.FLU.";1;8,4;5,8
13280;1158278;"PER.FLU.";1;8;5,3
13280;1158279;"PER.FLU.";1;14,2;30,5
13280;1158280;"PER.FLU.";1;8,3;5,3
13280;1158281;"PER.FLU.";1;7,7;5,2
13280;1158282;"PER.FLU.";1;9,4;9,3
13387;1160116;"ERI.SIN.";1;NA;114,8
13387;1160121;"RUT.RUT.";1;23,2;170,3
13213;1159445;"RUT.RUT.";1;16,2;47,4
13213;1159446;"RUT.RUT.";1;15,3;39,2
13213;1159447;"RUT.RUT.";1;15,3;38,9
13213;1159448;"RUT.RUT.";1;15,7;43,2
13213;1159449;"RUT.RUT.";1;13,8;28
13213;1159450;"RUT.RUT.";1;16,3;44,3
13208;1157841;"PER.FLU.";1;29,5;375,9
13208;1157842;"PER.FLU.";1;20,7;136,9
13208;1157843;"PER.FLU.";1;9,5;9,8
13295;1162817;"PER.FLU.";1;7,7;4,1
13296;1162820;"PER.FLU.";1;42,2;978,1
13296;1162821;"PER.FLU.";1;22,3;128,6
13296;1162822;"PER.FLU.";1;14,7;33,5
13296;1162823;"PER.FLU.";1;17,7;58,3
13296;1162824;"PER.FLU.";1;16,8;52,5
13296;1162825;"PER.FLU.";1;7,7;7,9
13296;1162826;"PER.FLU.";1;8,8;8,7
13296;1162827;"PER.FLU.";1;17,6;60,2
13296;1162828;"PER.FLU.";1;18;64,9
13296;1162829;"PER.FLU.";1;15,5;41,8
13290;1160058;"PER.FLU.";1;6,2;2,1
13290;1160059;"PER.FLU.";1;6,5;2,6
13212;1159240;"GYM.CER.";1;8,1;7,3
13212;1159241;"BLI.BJO.";1;31,7;433,7
13213;1159412;"PER.FLU.";1;23,1;168,7
13213;1159413;"PER.FLU.";1;26,3;245,2
13213;1159414;"PER.FLU.";1;23,7;204,8
13213;1159415;"PER.FLU.";1;10,7;13,8
13213;1159416;"PER.FLU.";1;9,8;10
13213;1159417;"PER.FLU.";1;10,6;10
13213;1159418;"PER.FLU.";1;9,7;10,6
13213;1159419;"PER.FLU.";1;9,6;8,6
13280;1158283;"PER.FLU.";1;7,8;5
13280;1158284;"PER.FLU.";1;8,1;5,3
13280;1158285;"PER.FLU.";1;8,1;5,4
13280;1158286;"PER.FLU.";1;13,8;27,3
13280;1158287;"PER.FLU.";1;11,9;16,3
13280;1158288;"PER.FLU.";1;10,7;13,2
13280;1158289;"PER.FLU.";1;8,2;6,2
13280;1158302;"PER.FLU.";1;9,5;7,2
13280;1158303;"PER.FLU.";1;8,4;5,3
13280;1158304;"PER.FLU.";1;7,8;4,7
13280;1158305;"PER.FLU.";1;8,3;5,2
13280;1158306;"PER.FLU.";1;15,4;38,5
13280;1158307;"PER.FLU.";1;8,7;6,6
13280;1158308;"PER.FLU.";1;8,7;6,7
13280;1158309;"PER.FLU.";1;7,9;4,3
13280;1158310;"PER.FLU.";1;19,7;96,5
13280;1158311;"PER.FLU.";1;8;4,4
13280;1158312;"PER.FLU.";1;8,4;5,7
13280;1158313;"PER.FLU.";1;8,4;4,8
13280;1158314;"PER.FLU.";1;8,4;5
13280;1158315;"PER.FLU.";1;9,6;8,7
13280;1158316;"PER.FLU.";1;18,5;66,3
13280;1158317;"PER.FLU.";1;15,7;41
13280;1158318;"PER.FLU.";1;9,4;8
13280;1158325;"BLI.BJO.";1;15,7;42,7
13216;1159797;"PER.FLU.";1;29,2;355,8
13216;1159798;"PER.FLU.";1;38,6;815,8
13216;1159799;"PER.FLU.";1;9,7;11,7
13216;1159816;"PER.FLU.";1;39,2;882,4
13216;1159817;"PER.FLU.";1;31,1;443,6
13216;1159818;"PER.FLU.";1;32,8;450,5
13216;1159819;"PER.FLU.";1;26,7;255,5
13208;1157844;"PER.FLU.";1;10,2;11,3
13208;1157845;"PER.FLU.";1;10,3;12,9
13208;1157846;"PER.FLU.";1;9,6;9,2
13208;1157847;"PER.FLU.";1;10,7;13
13208;1157848;"PER.FLU.";1;10,3;11,2
13208;1157849;"PER.FLU.";1;15,4;59,3
13208;1157850;"PER.FLU.";1;9,4;9,6
13208;1157851;"PER.FLU.";1;10,7;14,7
13208;1157852;"PER.FLU.";1;10;11,6
13208;1157853;"PER.FLU.";1;9,5;8,6
13208;1157854;"PER.FLU.";1;10,1;10,6
13208;1157855;"PER.FLU.";1;10,4;12,5
13208;1157856;"PER.FLU.";1;9,9;11
13213;1159420;"PER.FLU.";1;9,4;8,5
13213;1159421;"PER.FLU.";1;9,7;9,4
13213;1159422;"PER.FLU.";1;9,2;7,6
13213;1159423;"PER.FLU.";1;15,1;46,2
13213;1159424;"PER.FLU.";1;9,8;9,2
13213;1159425;"PER.FLU.";1;9,7;7,2
13213;1159426;"PER.FLU.";1;10,8;12,7
13213;1159427;"PER.FLU.";1;13,4;18
13213;1159428;"PER.FLU.";1;10,6;8,7
13213;1159429;"PER.FLU.";1;10,6;11
13213;1159430;"PER.FLU.";1;36,9;798,7
13213;1159431;"PER.FLU.";1;29,2;351,6
13387;1160122;"PER.FLU.";1;31,7;473,8
13213;1159432;"PER.FLU.";1;25,9;238,5
13213;1159433;"PER.FLU.";1;26,6;260,7
13213;1159434;"PER.FLU.";1;9,9;8,9
13213;1159435;"PER.FLU.";1;9,2;7,5
13213;1159436;"PER.FLU.";1;32,4;482,7
13213;1159437;"PER.FLU.";1;27,6;308,6
13213;1159438;"PER.FLU.";1;28,7;350
13213;1159439;"PER.FLU.";1;9,5;9,2
13387;1160126;"BLI.BJO.";1;17,7;66,8
13387;1160140;"PER.FLU.";1;9,8;10,3
13208;1157857;"PER.FLU.";1;8,9;7,9
13208;1157858;"PER.FLU.";1;9,2;8,4
13208;1157859;"PER.FLU.";1;11,7;17,8
13208;1157860;"PER.FLU.";1;10,7;12
13208;1157861;"PER.FLU.";1;11;14,6
13208;1157862;"PER.FLU.";1;11,5;16,2
13208;1157863;"PER.FLU.";1;9,8;10,5
13208;1157864;"PER.FLU.";1;9,7;10,5
13208;1157865;"PER.FLU.";1;9,5;8,3
13208;1157866;"PER.FLU.";1;6,6;3,3
13279;1157952;"PER.FLU.";1;15,9;43
13279;1157953;"PER.FLU.";1;9,2;6,9
13216;1159820;"PER.FLU.";1;24,8;215,8
13280;1158348;"GYM.CER.";1;15,1;44
13280;1158349;"LEP.GIB.";1;13,1;42,4
13280;1158350;"LEP.GIB.";1;11;26,3
13280;1158351;"LEP.GIB.";1;11,8;30,2
13280;1158352;"LEP.GIB.";1;9,5;14,6
13280;1158353;"LEP.GIB.";1;12,9;40,8
