"sample_key";"record_id";"taxoncode";"number";"length";"weight"
13207;1157468;"SAN.LUC.";1;10,6;6,4
13207;1157469;"SAN.LUC.";1;10;5,7
13207;1157470;"SAN.LUC.";1;9,8;5,4
13207;1157471;"SAN.LUC.";1;9,4;5
13208;1157526;"NEO.MEL.";1;8,3;9,2
13208;1157527;"NEO.MEL.";1;5,2;1,8
13208;1157528;"NEO.MEL.";1;5,5;1,9
13208;1157529;"NEO.MEL.";1;5,8;2,2
13208;1157530;"NEO.MEL.";1;3,7;0,6
13208;1157531;"NEO.MEL.";1;2,4;0,1
13208;1157532;"NEO.MEL.";1;3,4;0,4
13208;1157533;"NEO.MEL.";1;2,8;0,2
13208;1157534;"NEO.MEL.";1;2,3;0,1
13208;1157535;"NEO.MEL.";1;2,8;0,2
13208;1157536;"NEO.MEL.";1;2,4;0,1
13208;1157537;"NEO.MEL.";1;2,9;0,2
13208;1157538;"NEO.MEL.";1;1,9;0,1
13208;1157541;"ANG.ANG.";1;59;433
13208;1157542;"ANG.ANG.";1;42,1;112
13208;1157708;"NEO.MEL.";1;9,2;9,2
13208;1157710;"NEO.MEL.";1;6,9;4
13208;1157711;"NEO.MEL.";1;5,6;1,9
13208;1157713;"NEO.MEL.";1;8,4;6,7
13208;1157722;"CYP.CAR.";1;72,5;8100
13208;1157723;"CYP.CAR.";1;43,9;1718,8
13208;1157724;"CYP.CAR.";1;64,4;5100
13214;1159611;"ABR.BRA.";1;56,5;2478,4
13214;1159612;"ABR.BRA.";1;52,8;1945,5
13208;1157716;"SCA.ERY.";1;13,2;23,7
13208;1157717;"SCA.ERY.";1;14;26,7
13208;1157719;"SCA.ERY.";1;14,3;35,1
13208;1157720;"SCA.ERY.";1;13,9;22,3
13208;1157736;"RUT.RUT.";1;25,7;260,1
13208;1157737;"RUT.RUT.";1;25,8;288,5
13208;1157738;"RUT.RUT.";1;23,7;191,3
13208;1157739;"RUT.RUT.";1;23,4;176,4
13208;1157740;"RUT.RUT.";1;17;59,4
13214;1159608;"SAN.LUC.";1;12,7;14,3
13214;1159609;"SAN.LUC.";1;14,3;19,2
13208;1157658;"RUT.RUT.";1;24,3;230,4
13208;1157659;"RUT.RUT.";1;17,8;62,6
13208;1157660;"RUT.RUT.";1;15,1;37,9
13214;1159613;"ABR.BRA.";1;39,5;945,1
13214;1159614;"ABR.BRA.";1;36;596,2
13214;1159615;"ABR.BRA.";1;46,9;1178,4
13214;1159616;"ABR.BRA.";1;34,5;451,4
13214;1159617;"ABR.BRA.";1;36;486,6
13214;1159618;"ABR.BRA.";1;32;368,5
13214;1159619;"ABR.BRA.";1;51;1192,5
13209;1158129;"ORC.LIM.";1;NA;13,3
13209;1158158;"NEO.MEL.";1;9,7;11,7
13209;1158159;"NEO.MEL.";1;5,7;2,1
13209;1158160;"NEO.MEL.";1;8,8;10,9
13209;1158161;"NEO.MEL.";1;5,5;1,6
13209;1158162;"NEO.MEL.";1;5,9;2,7
13209;1158163;"NEO.MEL.";1;7,2;4,9
13209;1158164;"NEO.MEL.";1;6,7;4,1
13209;1158165;"NEO.MEL.";1;8,1;7,5
13209;1158166;"NEO.MEL.";1;5,2;1,8
13209;1158167;"NEO.MEL.";1;6,6;5,2
13209;1158168;"NEO.MEL.";1;4,8;1,3
13209;1158169;"NEO.MEL.";1;3,8;1,8
13209;1158170;"NEO.MEL.";1;4,8;1,7
13209;1158171;"NEO.MEL.";1;7,3;4,9
13214;1159628;"ANG.ANG.";1;61,1;395,7
13214;1159629;"ANG.ANG.";1;63,6;394,7
13214;1159630;"ANG.ANG.";1;53,4;229,5
13214;1159631;"ANG.ANG.";1;80;653,1
13295;1162745;"NEO.MEL.";1;7,6;5,4
13295;1162746;"NEO.MEL.";1;8;6,2
13295;1162747;"NEO.MEL.";1;7,5;5
13295;1162748;"NEO.MEL.";1;8,1;6,8
13295;1162749;"NEO.MEL.";1;7,4;4,9
13295;1162750;"NEO.MEL.";1;8,1;6,4
13295;1162751;"NEO.MEL.";1;8,2;6,8
13295;1162752;"NEO.MEL.";1;5,6;1,9
13214;1159632;"ANG.ANG.";1;54,9;253,7
13214;1159633;"ANG.ANG.";1;57,8;292,1
13214;1159634;"ANG.ANG.";1;42,6;101,3
13214;1159636;"NEO.MEL.";1;6,6;4,3
13214;1159642;"ANG.ANG.";1;60;384
13214;1159643;"ANG.ANG.";1;73,8;570
13214;1159644;"ANG.ANG.";1;74,7;784
13209;1158172;"NEO.MEL.";1;8,3;8,7
13209;1158173;"NEO.MEL.";1;7,7;5,6
13209;1158174;"NEO.MEL.";1;6,2;4,4
13209;1158175;"NEO.MEL.";1;7,8;6,6
13209;1158176;"NEO.MEL.";1;7,7;7
13209;1158177;"NEO.MEL.";1;7,9;7
13209;1158178;"NEO.MEL.";1;7,3;4,9
13209;1158179;"NEO.MEL.";1;4,3;1,1
13209;1158180;"NEO.MEL.";1;5,3;1,9
13209;1158181;"NEO.MEL.";1;6,6;3,6
13209;1158182;"NEO.MEL.";1;9;10,5
13209;1158183;"NEO.MEL.";1;7;5,3
13209;1158184;"NEO.MEL.";1;7,3;4,3
13280;1158185;"ORC.LIM.";1;NA;24,3
13214;1159645;"ANG.ANG.";1;54,2;286
13214;1159646;"ANG.ANG.";1;68,6;507,6
13214;1159647;"ANG.ANG.";1;57,2;295
13214;1159648;"ANG.ANG.";1;51,2;183,7
13214;1159649;"ANG.ANG.";1;56,2;272
13214;1159650;"ANG.ANG.";1;77,2;805
13208;1157572;"PER.FLU.";1;10,5;13
13214;1159621;"BLI.BJO.";1;29,7;320,2
13214;1159622;"PER.FLU.";1;29,5;346,6
13214;1159623;"PER.FLU.";1;28;341,3
13214;1159624;"PER.FLU.";1;36;580
13286;1158908;"PER.FLU.";1;8,9;7,1
13286;1158909;"PER.FLU.";1;9,2;8,6
13286;1158910;"PER.FLU.";1;12;18,8
13286;1158911;"PER.FLU.";1;8,1;5,6
13286;1158912;"PER.FLU.";1;9,3;8,5
13286;1158913;"PER.FLU.";1;9,1;8,3
13286;1158914;"PER.FLU.";1;9;8,4
13286;1158915;"PER.FLU.";1;18,2;74,4
13286;1158916;"PER.FLU.";1;18;77,5
13286;1158917;"PER.FLU.";1;18;61,3
13290;1160010;"LEU.CEP.";1;52,9;1710,9
13211;1159199;"PER.FLU.";1;24;188,9
13211;1159200;"PER.FLU.";1;28;345,3
13211;1159201;"PER.FLU.";1;22,9;174,3
13211;1159202;"PER.FLU.";1;20,5;116
13211;1159203;"PER.FLU.";1;9,9;9,2
13211;1159204;"PER.FLU.";1;12;20,7
13211;1159205;"PER.FLU.";1;11,7;19,5
13211;1159206;"PER.FLU.";1;12,3;20,6
13211;1159207;"PER.FLU.";1;10,2;10,3
13211;1159208;"PER.FLU.";1;10,6;12,8
13211;1159209;"PER.FLU.";1;12;21,5
13211;1159210;"PER.FLU.";1;9,4;9,2
13211;1159211;"PER.FLU.";1;11;14,5
13292;1161694;"LEP.GIB.";1;10,5;19,5
13292;1161695;"LEP.GIB.";1;11,2;20,8
13292;1161696;"LEP.GIB.";1;10,4;20,4
13292;1161697;"LEP.GIB.";1;10,2;18
13292;1161698;"LEP.GIB.";1;9,9;18,3
13292;1161699;"LEP.GIB.";1;10,8;23,3
13292;1161700;"LEP.GIB.";1;9,8;17,2
13292;1161701;"LEP.GIB.";1;10,1;21,4
13292;1161702;"LEP.GIB.";1;8,8;12
13292;1161703;"LEP.GIB.";1;11,6;33,3
13292;1161704;"LEP.GIB.";1;8,5;12
13292;1161705;"LEP.GIB.";1;9,8;17,9
13292;1161706;"LEP.GIB.";1;12,8;42,8
13292;1161707;"LEP.GIB.";1;10,9;26,8
13292;1161708;"LEP.GIB.";1;10,6;22,6
13292;1161709;"LEP.GIB.";1;8,9;12,7
13292;1161710;"LEP.GIB.";1;7,5;7,7
13286;1158918;"PER.FLU.";1;8,7;6,7
13286;1158919;"PER.FLU.";1;9,7;12,1
13286;1158920;"PER.FLU.";1;8,2;5,8
13286;1158921;"PER.FLU.";1;10;10,4
13286;1158922;"PER.FLU.";1;13;22,2
13286;1158923;"PER.FLU.";1;12,3;22,4
13286;1158924;"PER.FLU.";1;13,7;29,3
13286;1158925;"PER.FLU.";1;8;6
13286;1158926;"PER.FLU.";1;8,2;5
13286;1158927;"PER.FLU.";1;8,5;6,8
13209;1158124;"PER.FLU.";1;12,9;27,2
13209;1158125;"PER.FLU.";1;10,5;11,5
13209;1158126;"PER.FLU.";1;8,8;7,6
13209;1158127;"PER.FLU.";1;8,9;7,3
13214;1159625;"PER.FLU.";1;26,3;250,3
13214;1159626;"PER.FLU.";1;10,2;11,4
13214;1159627;"PER.FLU.";1;8,5;7,1
13214;1159640;"BLI.BJO.";1;16;52
13214;1159641;"BLI.BJO.";1;20,2;94,4
13280;1158186;"LEP.GIB.";1;14;58,2
13280;1158187;"LEP.GIB.";1;13,4;43,2
13280;1158188;"LEP.GIB.";1;13;39,4
13280;1158189;"LEP.GIB.";1;10,9;23,8
13280;1158190;"LEP.GIB.";1;9,6;14,6
13214;1159663;"PER.FLU.";1;10,5;14,1
13208;1157729;"PER.FLU.";1;9;7,8
13208;1157730;"PER.FLU.";1;10,1;10,4
13208;1157731;"PER.FLU.";1;10,4;11,5
13208;1157732;"PER.FLU.";1;9,5;10,1
13208;1157733;"PER.FLU.";1;10,2;11,9
13208;1157734;"PER.FLU.";1;9,3;9
13208;1157735;"PER.FLU.";1;10,2;12,5
13290;1160030;"PER.FLU.";1;29,4;322,6
13290;1160031;"PER.FLU.";1;20,8;130,8
13290;1160032;"PER.FLU.";1;14,2;32
13290;1160033;"PER.FLU.";1;7,7;3
13290;1160034;"PER.FLU.";1;7,4;3,7
13290;1160035;"PER.FLU.";1;18;69,9
13290;1160036;"PER.FLU.";1;22,1;124,6
13290;1160037;"PER.FLU.";1;21,2;105,2
13290;1160038;"PER.FLU.";1;15,3;36
13290;1160039;"PER.FLU.";1;15,8;46,8
13290;1160040;"PER.FLU.";1;15,2;35,4
13211;1159225;"LEP.GIB.";1;4,4;1,1
13211;1159228;"PSE.PAR.";1;6,5;2,3
13212;1159238;"PER.FLU.";1;32,8;505,5
13212;1159239;"GYM.CER.";1;9,7;10,8
13292;1161711;"LEP.GIB.";1;10,3;19
13292;1161712;"LEP.GIB.";1;10,3;20,6
13290;1160041;"PER.FLU.";1;17,3;53,5
13290;1160042;"PER.FLU.";1;12,9;23,5
13290;1160043;"PER.FLU.";1;8,1;5
13290;1160044;"PER.FLU.";1;15,9;38,2
13290;1160045;"PER.FLU.";1;14,2;32,9
13290;1160046;"PER.FLU.";1;12,8;22,8
13290;1160047;"PER.FLU.";1;7,8;3,5
13290;1160048;"PER.FLU.";1;6,6;2,8
13290;1160049;"PER.FLU.";1;6,4;2,2
13290;1160050;"PER.FLU.";1;7,1;3,3
13290;1160051;"PER.FLU.";1;7,2;2,9
13290;1160052;"PER.FLU.";1;7,3;3,8
13290;1160053;"PER.FLU.";1;8;4,9
13290;1160054;"PER.FLU.";1;7;3,3
13290;1160055;"PER.FLU.";1;6,2;2,4
13290;1160056;"PER.FLU.";1;6,3;2,4
13290;1160057;"PER.FLU.";1;6,9;3,2
13286;1158928;"PER.FLU.";1;10,8;14
13286;1158929;"PER.FLU.";1;9,9;9,5
13286;1158930;"PER.FLU.";1;8;5,3
13286;1158931;"PER.FLU.";1;8,7;6,4
13286;1158932;"PER.FLU.";1;9,1;7,7
13286;1158933;"PER.FLU.";1;9,1;8,6
13286;1158934;"PER.FLU.";1;9,5;9,1
13286;1158935;"GYM.CER.";1;12,9;26,6
13286;1158941;"HYB.HYB.";1;9,5;6,9
13280;1158191;"LEP.GIB.";1;9,4;13,8
13280;1158192;"LEP.GIB.";1;12,5;35,3
13280;1158193;"LEP.GIB.";1;10,7;21,6
13280;1158194;"LEP.GIB.";1;11,9;30,6
13280;1158195;"LEP.GIB.";1;14;48,9
13280;1158196;"LEP.GIB.";1;11,6;28,2
13280;1158197;"PER.FLU.";1;32;433
13280;1158198;"PER.FLU.";1;8,8;5,4
13280;1158199;"PER.FLU.";1;8,7;5,3
13211;1159212;"RUT.RUT.";1;25,7;198
13211;1159213;"RUT.RUT.";1;10,7;11,8
13211;1159214;"RUT.RUT.";1;15,7;41,4
13211;1159215;"RUT.RUT.";1;17,4;58,2
13211;1159216;"RUT.RUT.";1;10,7;11,3
13211;1159217;"RUT.RUT.";1;9,5;8,6
13211;1159218;"RUT.RUT.";1;23,9;160,3
13290;1160024;"RUT.RUT.";1;8,1;4
13290;1160025;"RUT.RUT.";1;7,9;3,9
13290;1160026;"RUT.RUT.";1;7,8;3,9
13290;1160027;"RUT.RUT.";1;9;6,3
13290;1160028;"RUT.RUT.";1;7,1;3
13290;1160029;"RUT.RUT.";1;8,2;4,3
13280;1158200;"PER.FLU.";1;8,6;5,9
13280;1158201;"PER.FLU.";1;10,2;10
13280;1158202;"PER.FLU.";1;8,4;7,4
13280;1158203;"PER.FLU.";1;8,4;5,3
13280;1158204;"PER.FLU.";1;9,3;7,1
13280;1158205;"PER.FLU.";1;8,5;5,8
13280;1158206;"PER.FLU.";1;8,8;5,7
13280;1158207;"PER.FLU.";1;8,2;4,8
13280;1158208;"PER.FLU.";1;8;4,7
13280;1158209;"PER.FLU.";1;8;4,8
13280;1158210;"PER.FLU.";1;7,5;3,8
13214;1159664;"PER.FLU.";1;9,8;10,3
13214;1159669;"GYM.CER.";1;8,8;9
13215;1159675;"PER.FLU.";1;28,7;340,5
13215;1159676;"PER.FLU.";1;28,7;345
13215;1159677;"PER.FLU.";1;12,7;23,3
13285;1158631;"RUT.RUT.";1;13,2;20,4
13285;1158632;"RUT.RUT.";1;7,2;3,4
13285;1158633;"RUT.RUT.";1;25,7;228,8
13285;1158634;"RUT.RUT.";1;19,3;93,5
13214;1159620;"RUT.RUT.";1;33,7;531,6
13214;1159635;"CAR.AUG.";1;38;1115,4
13286;1158936;"RUT.RUT.";1;12,5;19
13286;1158937;"RUT.RUT.";1;11,7;15,1
13286;1158938;"RUT.RUT.";1;10;8,8
13286;1158939;"SCA.ERY.";1;24,7;222,4
13286;1158940;"SCA.ERY.";1;17,1;61,8
13214;1159666;"HYP.MOL.";1;73;4134
13214;1159667;"SCA.ERY.";1;28,5;325,9
13214;1159668;"SCA.ERY.";1;17;54,2
13214;1159670;"RUT.RUT.";1;28,2;296
13214;1159671;"RUT.RUT.";1;16;43,2
13215;1159690;"RUT.RUT.";1;26,1;236,1
13215;1159691;"RUT.RUT.";1;16,3;51,6
13215;1159692;"RUT.RUT.";1;10,9;12,3
13215;1159693;"RUT.RUT.";1;11;11,2
13215;1159694;"RUT.RUT.";1;10,6;11,2
13215;1159695;"RUT.RUT.";1;9,3;8,6
13215;1159696;"RUT.RUT.";1;10;10,7
13215;1159697;"RUT.RUT.";1;16,1;45,1
13215;1159698;"RUT.RUT.";1;15,3;39,8
13215;1159699;"RUT.RUT.";1;16,5;47,8
13215;1159700;"RUT.RUT.";1;17;53,2
13215;1159701;"RUT.RUT.";1;15,5;37,2
13215;1159702;"RUT.RUT.";1;15,3;38,8
13285;1158635;"RUT.RUT.";1;18,4;73,3
13285;1158636;"SCA.ERY.";1;9,2;8,1
13285;1158637;"SCA.ERY.";1;11,8;18,6
13208;1157799;"RUT.RUT.";1;10,3;9,8
13208;1157800;"RUT.RUT.";1;10;9,8
13208;1157801;"RUT.RUT.";1;9,9;8,6
13208;1157802;"RUT.RUT.";1;9;7,1
13208;1157803;"RUT.RUT.";1;17,3;63,7
13208;1157804;"RUT.RUT.";1;15,8;41,8
13208;1157805;"RUT.RUT.";1;10;7
13208;1157806;"RUT.RUT.";1;10,8;11,7
13208;1157807;"RUT.RUT.";1;18,1;71,1
13208;1157808;"RUT.RUT.";1;14;27,4
13208;1157809;"RUT.RUT.";1;11,3;13,7
13208;1157810;"RUT.RUT.";1;11;13,1
13208;1157811;"RUT.RUT.";1;10;9,4
13208;1157812;"RUT.RUT.";1;10,9;14
13208;1157813;"RUT.RUT.";1;9,6;8,4
13208;1157814;"RUT.RUT.";1;10;9,4
13208;1157815;"RUT.RUT.";1;15,2;39,4
13208;1157816;"RUT.RUT.";1;10,7;12,5
13208;1157817;"RUT.RUT.";1;17,2;55,4
13208;1157818;"RUT.RUT.";1;15,7;43,8
13215;1159678;"PER.FLU.";1;9,8;11,2
13215;1159679;"PER.FLU.";1;13,2;27,9
13215;1159680;"PER.FLU.";1;11,1;15
13215;1159681;"PER.FLU.";1;11,8;17,9
13215;1159682;"PER.FLU.";1;11,9;19,6
13215;1159683;"PER.FLU.";1;10;12,2
13280;1158211;"PER.FLU.";1;8,5;6
13280;1158212;"PER.FLU.";1;8,7;5,4
13280;1158213;"PER.FLU.";1;7,6;3,9
13280;1158214;"PER.FLU.";1;8,6;6,1
13280;1158215;"PER.FLU.";1;8,2;5,2
13280;1158216;"PER.FLU.";1;7,9;4,8
13280;1158217;"PER.FLU.";1;8,6;5,4
13280;1158218;"PER.FLU.";1;7,8;4,4
13280;1158219;"PER.FLU.";1;8,7;5,5
13280;1158220;"PER.FLU.";1;9,1;7
13280;1158221;"PER.FLU.";1;8,4;5,6
13280;1158222;"SIL.GLA.";1;38,2;369,9
13280;1158223;"PER.FLU.";1;31,3;439,1
13295;1162753;"NEO.MEL.";1;7,1;4,2
13295;1162754;"NEO.MEL.";1;7,9;5,8
13295;1162755;"NEO.MEL.";1;7,3;4,6
13295;1162756;"NEO.MEL.";1;6,4;3
13295;1162757;"NEO.MEL.";1;8,5;7,4
13295;1162758;"NEO.MEL.";1;7,7;5,2
13295;1162759;"NEO.MEL.";1;7,8;5
13295;1162760;"NEO.MEL.";1;7,4;5
13295;1162761;"NEO.MEL.";1;8,2;6,3
13295;1162762;"NEO.MEL.";1;8,4;6,8
13295;1162763;"NEO.MEL.";1;7,8;5,7
13295;1162764;"NEO.MEL.";1;5,6;2
13295;1162765;"NEO.MEL.";1;6,9;3,3
13295;1162766;"NEO.MEL.";1;6,8;3,8
13295;1162767;"NEO.MEL.";1;4,3;0,9
13295;1162768;"NEO.MEL.";1;8,1;6,2
13280;1158224;"PER.FLU.";1;8,4;4,7
13280;1158225;"PER.FLU.";1;8,7;5,8
13280;1158226;"PER.FLU.";1;8,4;6,3
13280;1158227;"PER.FLU.";1;8,1;5,4
